operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_lqrgcyzqbq,New-Node_vkdoasikjm,2747521461
Move_Operation_Component,saleStartedEvent,CashDeskApplication,,1301137469
Move_Component_New_Node,Enterprise,New-Node_ablwislavw,,1161503602
UMLCloneNode,CashBox,CashBox_itshijrpjs,,1109512018
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_wcmysonprg,New-Node_vsdxgsvyiv,994193512
Move_Operation_Component,queryOrderById,ScannerController,,477713004
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_fpjjrtdtuu,New-Node_qmbrslkdjb,752383777
Move_Component_New_Node,AppStore,New-Node_ijllqhxdtj,,519567206
UMLCloneNode,StoreServer,StoreServer_hxwajshmuj,,340196599
UMLCloneNode,EnterpriseServer,EnterpriseServer_emdtdexdeh,,302790418
Move_Operation_Component,rollInReceivedOrder,Inventory,,251074401
UMLCloneNode,Printer,Printer_embonijbfh,,420920346
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_aajvmyccqg,New-Node_mtxxtyfhgl,512761233
Move_Component_New_Node,CashDeskGUI,New-Node_anusiwoglv,,421670012
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_qwikophbyt,New-Node_qogyvibpkd,539219141
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_znoghmkazy,New-Node_niismyzwgi,623017446
Move_Operation_Component,saleStartedEvent,GUIStore,,243154738
Move_Component_New_Node,CashDeskGUI,New-Node_zvbpofrruw,,394129413
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_wbtrwzswmx,New-Node_khyjklbgmi,531057215
UMLCloneNode,EnterpriseServer,EnterpriseServer_mhdtzdgmjm,,352928856
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_mqmvvauovq,New-Node_nxnutaelbt,506277914
UMLCloneNode,CashBox,CashBox_kaahtdvipi,,389320003
Move_Component_New_Node,CashDeskGUI,New-Node_japnhdfkux,,444141345
UMLCloneNode,CashBox,CashBox_hxsvlyqmhw,,357605287
