operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_gwzsxpuimj,New-Node_bgjknmigvl,1449276705
Move_Operation_Component,getMeanTimeToDeliveryReport,New-Component_rdprolmwmi,,327864091
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_jsyhnmdoow,New-Node_pwnogleaqp,724596904
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_fgbctrrjlz,New-Node_apnsxrzttc,670013929
Move_Component_New_Node,ScannerController,New-Node_ahmptmxudl,,463228857
UMLCloneNode,New-Node_ahmptmxudl,New-Node_ahmptmxudl_hqosudhjml,,417483282
UMLCloneNode,CashDeskPC_rskhdtzcou_efobcdrtbg_ipbmphgnoe,CashDeskPC_rskhdtzcou_efobcdrtbg_ipbmphgnoe_gkvipaqgda,,248344027
Move_Operation_Component,queryStockItem,Reporting,,242902534
UMLCloneNode,CashBox,CashBox_ltwadglvwi,,390624139
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_bvxiatlebw,New-Node_ebauevmvji,578361145
UMLCloneNode,StoreServer,StoreServer_urfpkjweja,,435279060
UMLCloneNode,EnterpriseServer,EnterpriseServer_hqgmtguity,,404286627
Move_Operation_Component,startSale,Inventory,,234548199
Move_Component_New_Node,PrinterController,New-Node_alucnelwsu,,381750621
UMLCloneNode,CashBox,CashBox_nqodeblraz,,306494452
UMLCloneNode,CashDeskPC,CashDeskPC_lrdryiluwx,,348472674
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_tfyyxaklhr,New-Node_eqvrndbxmi,454918294
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_cbxhymrnuh,New-Node_nxmqvadqax,448567175
UMLCloneNode,LightDisplay,LightDisplay_ygiziudkdy,,337021371
Move_Operation_Component,rollInReceivedOrder,New-Component_cbxhymrnuh,,204747943
UMLCloneNode,BarCodeScanner,BarCodeScanner_efrhzkbecm,,368913561
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_oqpkaysyyq,New-Node_qpdgsxkumu,531816612
UMLCloneNode,LightDisplay,LightDisplay_uuhhicmqiu,,374432599
UMLCloneNode,EnterpriseClient,EnterpriseClient_wsqvumcajt,,401143624
Move_Operation_Component,scanProduct,Persistence,,174701974
Move_Component_New_Node,AppStore,New-Node_jqscwhqvcz,,422051066
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_gohedxxqmf,New-Node_xfopcoetfl,567516421
UMLCloneNode,New-Node_xfopcoetfl,New-Node_xfopcoetfl_mxruqshhcj,,371035851
UMLCloneNode,CashDeskPC,CashDeskPC_pazvchigan,,329525356
Move_Component_New_Node,Persistence,New-Node_bguvcofhjb,,440616628
UMLCloneNode,New-Node_yrtsxbiriz,New-Node_yrtsxbiriz_haqufulybm,,224269135
Move_Operation_New_Component_New_Node,createReport,New-Component_knmklsqyav,New-Node_vezkghzind,594196318
UMLCloneNode,Printer,Printer_ytrcqqrfgy,,341008367
UMLCloneNode,BarCodeScanner,BarCodeScanner_itpypbdrtz,,344802792
Move_Operation_Component,printRunningTotal,Inventory,,288921452
UMLCloneNode,Printer_ytrcqqrfgy,Printer_ytrcqqrfgy_nwpymobeil,,391944485
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_uhtnppsssv,New-Node_nfkardnhpk,633985454
Move_Operation_Component,scanProduct,GUIStore,,285620633
Move_Component_New_Node,Persistence,New-Node_zxxpmfdwqf,,491283019
Move_Operation_New_Component_New_Node,getTransaction,New-Component_orpvpadpop,New-Node_dcjqkptkvu,577354237
UMLCloneNode,EnterpriseServer,EnterpriseServer_fegcqtpdff,,458041581
UMLCloneNode,EnterpriseClient,EnterpriseClient_jxkpckvijf,,405265463
Move_Component_New_Node,ScannerController,New-Node_polnqrrwie,,401150076
