solID,perfQ,#changes,pas,reliability
3,-0.18244370856832082,16.31,6.0,-0.5266569123611881
4,0.11057118993972258,11.92,5.0,-0.5911810806458575
5,-0.210038725520209,9.97,13.0,-0.81973357658136
6,-0.21315946200352903,10.16,15.0,-0.7601888185775091
20,-0.12103753433234601,5.36,12.0,-0.5834273864333817
32,-0.042890452388921106,4.54,12.0,-0.8325470999368858
36,-0.2260628905859689,22.05,13.0,-0.762834615517115
48,-0.11550791695868486,8.14,11.0,-0.8263943887709154
60,-0.21315946200352903,10.16,15.0,-0.7601888185775091
74,-0.11550791695868486,8.14,11.0,-0.8263943887709154
78,-0.1834191167880503,9.24,12.0,-0.8293719647618887
82,-0.1834191167880503,9.24,12.0,-0.8293719647618887
94,-0.2260628905859689,22.05,13.0,-0.762834615517115
112,-0.042890452388921106,4.54,12.0,-0.8325470999368858
116,0.11057118993972258,11.92,5.0,-0.5911810806458575
128,-0.18244389270294123,14.51,5.0,0.17732181983352313
