operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,CashDeskApplication,New-Node_lcshonoehd,,2465347438
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_qxvwlmqjog,New-Node_kaczplqsoo,1906895904
Move_Operation_Component,getMeanTimeToDeliveryReport,New-Component_qxvwlmqjog,,734954926
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_yuvyjdfmez,New-Node_fweeyiscpg,1528635687
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_swslezkiso,New-Node_ktrzgtztjx,1137411763
Move_Component_New_Node,New-Component_swslezkiso,New-Node_fpqftagtlh,,632432122
UMLCloneNode,New-Node_ktrzgtztjx,New-Node_ktrzgtztjx_icjrlkzifz,,463063036
Move_Operation_Component,getMeanTimeToDelivery,PrinterController,,309599044
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_mstrnwsumv,New-Node_dtamqeocya,643577239
Move_Operation_Component,scanProduct,GUIReporting,,232623361
Move_Component_New_Node,Inventory,New-Node_emfxtpajpt,,404743104
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_gjcolsjnjg,New-Node_cfvumvjxwq,584093294
Move_Operation_Component,queryStockItem,ScannerController,,252676381
UMLCloneNode,LightDisplay,LightDisplay_qcvwnsznee,,381175192
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_rxdtukyaqj,New-Node_yrudlarayh,537600236
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_pcfdeqzspm,New-Node_tponxogatf,552881400
Move_Operation_New_Component_New_Node,getTransaction,New-Component_odvyilxptb,New-Node_ddbwxqwozr,572262491
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_rhxgzxwrvw,New-Node_qcrfoauobt,580766686
UMLCloneNode,StoreServer,StoreServer_dfsgkdnjtb,,339480823
UMLCloneNode,EnterpriseServer,EnterpriseServer_xkxbkwxxti,,352266457
UMLCloneNode,LightDisplay,LightDisplay_wowqmktmjk,,387016134
Move_Component_New_Node,CashDeskGUI,New-Node_nnfsvgxcys,,452792178
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_icwgvivdur,New-Node_mvmmikqfqi,531616347
Move_Operation_Component,enterOrderID,Persistence,,262375156
Move_Component_New_Node,AppStore,New-Node_dqzknxtwhi,,400704500
Move_Operation_Component,getEnterpriseByID,CashDeskGUI,,195316488
UMLCloneNode,BarCodeScanner,BarCodeScanner_bdiwfksnrn,,417591895
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_vlvwnacslx,New-Node_eujsbdjdgt,536097830
Move_Component_New_Node,Reporting,New-Node_ukclclfevo,,348880258
UMLCloneNode,Printer,Printer_iorhjoeqch,,346081359
Move_Operation_Component,printRunningTotal,Persistence,,267407372
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_cbnvqywprg,New-Node_gjjkobgjnj,539511621
UMLCloneNode,CashBox,CashBox_ctloaozlsj,,338615150
Move_Operation_New_Component_New_Node,createReport,New-Component_aicsjykgla,New-Node_ryfqfkniao,501574156
Move_Operation_Component,productBarCodeScannedEvent,AppStore,,230650331
UMLCloneNode,EnterpriseClient,EnterpriseClient_ofojntaprw,,347718789
Move_Operation_Component,rollInReceivedOrder,CashBoxController,,260576674
Move_Component_New_Node,Inventory,New-Node_mvzkirkagf,,442480022
UMLCloneNode,New-Node_mvzkirkagf,New-Node_mvzkirkagf_ledgjdyrkd,,405098820
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_rqhebfgeed,New-Node_xyutnqhtvz,493091741
UMLCloneNode,LightDisplay,LightDisplay_kwqwtkprju,,379401687
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_oecqrrlvau,New-Node_hbgcylvzyw,503459942
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_oijywteqqq,New-Node_szwpihcugo,654180300
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_guyqovrfpt,New-Node_ysewolujan,619615930
Move_Component_New_Node,GUIStore,New-Node_cbfpasmzwo,,427318333
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_agptomteuw,New-Node_bpplzgkpcw,490261495
UMLCloneNode,LightDisplay,LightDisplay_tqavlvmptd,,340413752
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_cttosytirh,New-Node_xpbieeupwn,582823593
Move_Component_New_Node,ScannerController,New-Node_ciyqliyzhb,,449688358
UMLCloneNode,LightDisplay,LightDisplay_gkakcvqdpm,,299740558
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_ottjmpxfei,New-Node_ugqnqnehif,584514283
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_panabekdha,New-Node_zggfhdterb,523641714
UMLCloneNode,StoreServer,StoreServer_inrluljfck,,370994433
UMLCloneNode,StoreServer,StoreServer_porohwqtvl,,354762157
Move_Component_New_Node,CashDeskGUI,New-Node_poxhhuflsm,,452711717
Move_Operation_New_Component_New_Node,stopSale,New-Component_bmdyirbqgg,New-Node_scqmezllov,417217193
Move_Operation_New_Component_New_Node,getTransaction,New-Component_ngaaqtjgum,New-Node_lhhtjlykqc,459731940
