operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,scanProduct,New-Component_wiqalujpap,New-Node_rmjbqzswgt,2072737735
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_ylgivbmwjp,New-Node_jbfntqxvvj,1125660148
UMLCloneNode,New-Node_rmjbqzswgt,New-Node_rmjbqzswgt_clytktqnxk,,565316215
Move_Operation_Component,saleStartedEvent,GUIStore,,417392170
Move_Component_New_Node,GUIReporting,New-Node_jhdpinraaf,,910678557
UMLCloneNode,EnterpriseClient,EnterpriseClient_wyvfwnwipp,,871634107
Move_Operation_Component,rollInReceivedOrder,CashDeskGUI,,542359380
UMLCloneNode,CashBox,CashBox_wtaltlicmy,,500704085
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_evjiukukbr,New-Node_oqirtkftsh,799552080
UMLCloneNode,EnterpriseServer,EnterpriseServer_xwlnqglnfc,,531404811
Move_Operation_Component,getProductWithStockItem,New-Component_evjiukukbr,,427551039
Move_Component_New_Node,GUIStore,New-Node_mavfnzesdk,,633784937
UMLCloneNode,CashBox,CashBox_yyscsrahfl,,501014788
Move_Operation_Component,saleStartedEvent,GUIStore,,332829672
UMLCloneNode,CashBox_yyscsrahfl,CashBox_yyscsrahfl_bivfiacujd,,422423776
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_vvgpnqnmuz,New-Node_mtqnfvqvmh,613384506
Move_Operation_Component,getTransactionContext,AppStore,,264553290
Move_Component_New_Node,PrinterController,New-Node_xlijcgwvug,,437586736
UMLCloneNode,New-Node_xlijcgwvug,New-Node_xlijcgwvug_piglbkzcxl,,403993638
UMLCloneNode,New-Node_cjymtrebba,New-Node_cjymtrebba_ygvwobwirh,,218101711
Move_Operation_Component,getEnterpriseByID,CashDeskGUI,,258393891
Move_Component_New_Node,Reporting,New-Node_aysopkjikz,,386927107
UMLCloneNode,CashDeskPC,CashDeskPC_zaewszyyfb,,385844898
UMLCloneNode,Printer,Printer_wfhpifwibj,,407125310
Move_Component_New_Node,ScannerController,New-Node_kgaxivsxso,,394045855
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_jchcyskaan,New-Node_bjhmovlxhg,521582483
UMLCloneNode,CashBox,CashBox_iazwllfbls,,380744264
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_laxpymditu,New-Node_jrbfgwjvnd,599659531
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_hiekzmdjcs,New-Node_xapgcmbdgl,557462620
UMLCloneNode,CashDeskPC,CashDeskPC_cthnrepkmn,,336941743
UMLCloneNode,New-Node_xapgcmbdgl,New-Node_xapgcmbdgl_sgnrhtnbnq,,379389574
Move_Component_New_Node,ScannerController,New-Node_ubkojnczll,,393241096
UMLCloneNode,StoreServer,StoreServer_mqqgnmouwf,,400426089
Move_Component_New_Node,CashDeskGUI,New-Node_rqbergdnwq,,457393676
UMLCloneNode,EnterpriseClient,EnterpriseClient_zsbxcadosk,,452669437
Move_Operation_Component,getMeanTimeToDeliveryReport,Inventory,,240124866
UMLCloneNode,CashBox,CashBox_jkywzllbbx,,345919857
Move_Component_New_Node,ScannerController,New-Node_yewmyrwrnf,,374628467
UMLCloneNode,EnterpriseServer,EnterpriseServer_bywxnmjnsi,,362914974
UMLCloneNode,New-Node_yewmyrwrnf,New-Node_yewmyrwrnf_zipyyzgyav,,354162972
UMLCloneNode,CashDeskPC,CashDeskPC_pgrqtsjmpn,,330403362
Move_Operation_Component,queryOrderById,PrinterController,,227128608
UMLCloneNode,StoreServer,StoreServer_veixfbybqu,,385869364
UMLCloneNode,Printer,Printer_skvbepztrd,,374821930
Move_Component_New_Node,CashDeskGUI,New-Node_pjsitkedzc,,388663713
UMLCloneNode,New-Node_pjsitkedzc,New-Node_pjsitkedzc_ulkpjlkcqy,,329502714
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_mivviwzzdc,New-Node_jipxpfxmbh,581878471
Move_Operation_Component,queryOrderById,New-Component_mivviwzzdc,,267439523
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_xeyzmwkymf,New-Node_qkrmjivpkb,561407126
Move_Component_New_Node,ScannerController,New-Node_wgokyybycw,,397438507
Move_Operation_Component,createReport,AppStore,,302598196
