operation,target,to,where,exec_time(nanoSec)
Move_Operation_Component,productBarCodeScannedEvent,AppStore,,2430477313
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_lzatsztdhh,New-Node_qpcobltqbl,1802161160
UMLCloneNode,Printer,Printer_ytaltvmfvs,,1207370550
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_tvrmdnylnr,New-Node_srgsmoljxe,956514379
Move_Component_New_Node,Persistence,New-Node_hixfgzmmge,,646756635
Move_Operation_Component,scanProduct,Persistence,,303446999
Move_Operation_New_Component_New_Node,stopSale,New-Component_kwolppuadn,New-Node_ocseegyelo,703669900
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_blufnpxojw,New-Node_pnohxyajjg,583902480
Move_Operation_Component,createReport,ScannerController,,249298670
UMLCloneNode,StoreServer,StoreServer_gaefglupqo,,360776263
Move_Operation_New_Component_New_Node,scanProduct,New-Component_aquvgygmdu,New-Node_yixxgekeki,606320062
Move_Operation_New_Component_New_Node,scanProduct,New-Component_xhsvnktfje,New-Node_dfitcotbiq,590121773
UMLCloneNode,EnterpriseServer,EnterpriseServer_udvznbqccb,,380724373
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_twdvdkzklk,New-Node_jjwgwhvzjk,554857399
UMLCloneNode,CashBox,CashBox_nlumrdkpwg,,388262230
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_gfcwtskkem,New-Node_axoeqrafal,604829727
Move_Operation_Component,getEnterpriseByID,Reporting,,268785646
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_uibugirkiw,New-Node_dixrvepkam,616303244
Move_Component_New_Node,DataStore,New-Node_wjkoitcaju,,444497212
Move_Operation_New_Component_New_Node,startSale,New-Component_dvniovvfuc,New-Node_obdaisshsh,456309795
Move_Component_New_Node,CashBoxController,New-Node_itbtymwdwi,,489468951
UMLCloneNode,Printer,Printer_ikoydophih,,409763362
UMLCloneNode,New-Node_itbtymwdwi,New-Node_itbtymwdwi_uizfanygyo,,421542233
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_ubfybrbbaj,New-Node_ekpfmmnvfu,658506291
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_pognpnajfx,New-Node_kevrxvqnlb,519035700
Move_Operation_Component,enterOrderID,AppStore,,249085760
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_pregogmppw,New-Node_thyvinlulc,604234590
Move_Component_New_Node,ScannerController,New-Node_ykyxcrufui,,458406116
UMLCloneNode,LightDisplay,LightDisplay_inzhwshdtk,,337464074
UMLCloneNode,Printer,Printer_pnbgnjjuuk,,360218848
UMLCloneNode,CashBox,CashBox_nbbldwgdlw,,325545932
Move_Component_New_Node,CashBoxController,New-Node_xrpxauplaq,,462298586
Move_Component_New_Node,Enterprise,New-Node_bojhguhvgb,,451065049
UMLCloneNode,LightDisplay,LightDisplay_pppjhwhaxi,,333536047
UMLCloneNode,BarCodeScanner,BarCodeScanner_keqskbymof,,433367760
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_covscvbofd,New-Node_ysliwjwopt,505778057
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_rdxfszyavl,New-Node_ozywvgoatw,508370759
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_uqxmucplof,New-Node_kebgpuzfry,467100571
Move_Component_New_Node,New-Component_rdxfszyavl,New-Node_tmysxlbtcb,,377955621
Move_Operation_New_Component_New_Node,stopSale,New-Component_wgakwmqfcx,New-Node_lebxrslxkl,543152038
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_fhbjrgnflz,New-Node_bradgellog,543963449
Move_Operation_Component,productBarCodeScannedEvent,CashDeskGUI,,267402862
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_dmirvxqyfs,New-Node_knbdimenut,636735412
