operation,target,to,where,exec_time(nanoSec)
UMLCloneNode,CashDeskPC,CashDeskPC_nuoscehhgo,,3436318168
UMLCloneNode,EnterpriseServer,EnterpriseServer_nidhxybxcv,,1127972338
UMLCloneNode,EnterpriseClient,EnterpriseClient_mhpoitxtyq,,949910715
Move_Operation_Component,rollInReceivedOrder,Inventory,,685315739
Move_Component_New_Node,CashBoxController,New-Node_zpzyrsydly,,576624821
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_bgixjpfrww,New-Node_wqrnseuccy,699456578
UMLCloneNode,New-Node_wqrnseuccy,New-Node_wqrnseuccy_nyvaanuaka,,435603483
UMLCloneNode,New-Node_zpzyrsydly,New-Node_zpzyrsydly_bgvvzfuasb,,398291719
UMLCloneNode,LightDisplay,LightDisplay_xqivlnpmoy,,360375572
UMLCloneNode,StoreServer,StoreServer_njbgrnntzo,,388298237
Move_Operation_New_Component_New_Node,scanProduct,New-Component_jytqzsihot,New-Node_cogmapdgor,508400825
UMLCloneNode,BarCodeScanner,BarCodeScanner_rotteiltgl,,412977511
Move_Operation_Component,printRunningTotal,Persistence,,302071719
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_dpjlnflwez,New-Node_srihgpdzem,608568879
UMLCloneNode,EnterpriseClient,EnterpriseClient_yytzyhbbsr,,326090654
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_vovmjbadkf,New-Node_umqnzksfuc,466862284
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_qgvsuvsxsp,New-Node_tgmvewyxpq,737227142
UMLCloneNode,New-Node_tgmvewyxpq,New-Node_tgmvewyxpq_fbdwefxphz,,428052772
Move_Component_New_Node,Reporting,New-Node_skuwofmcvv,,457264976
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_qurbmavaye,New-Node_jwwrqopdnb,484136751
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_iimwlmsini,New-Node_drdggmqxaw,600118591
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_huscjnnrop,New-Node_hgxpfnamgs,618875197
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_mqhgqjxqdp,New-Node_gkqelhlofw,593655210
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_qrkzlfzlxv,New-Node_gmnnkfgldk,675125978
Move_Component_New_Node,DataStore,New-Node_gowzjxqiwo,,548823083
UMLCloneNode,CashBox,CashBox_dfqnqlaqsw,,410910895
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_xsdwxkehpz,New-Node_qxaxilxckz,610527041
Move_Operation_Component,getTransactionContext,CashDeskGUI,,286499756
Move_Component_New_Node,Reporting,New-Node_eqpplzsmnc,,421383565
Move_Operation_Component,queryOrderById,Inventory,,259056830
Move_Operation_New_Component_New_Node,getTransaction,New-Component_lcvqutepsp,New-Node_nluvehklca,492993130
UMLCloneNode,New-Node_mnrddmdzec,New-Node_mnrddmdzec_cdavpdlmvy,,219932237
Move_Operation_Component,createReport,AppStore,,280190545
UMLCloneNode,Printer,Printer_mjkfahcrte,,400284045
UMLCloneNode,StoreServer,StoreServer_ycijjloovf,,419807449
Move_Component_New_Node,CashBoxController,New-Node_rdouknnxtr,,436899514
UMLCloneNode,LightDisplay,LightDisplay_umqlmmuhzs,,428510391
Move_Component_New_Node,GUIReporting,New-Node_gmzgrbsryn,,386741097
UMLCloneNode,EnterpriseClient,EnterpriseClient_ikauzrfnhy,,395618626
UMLCloneNode,Printer,Printer_dbespfaahx,,374452902
Move_Component_New_Node,GUIReporting,New-Node_mplwuiqlmv,,474466556
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_mwkqxwaxqd,New-Node_gxilhtngxv,485612068
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_qznvjawpih,New-Node_nifabvcayo,501961098
Move_Operation_Component,getMeanTimeToDeliveryReport,New-Component_mwkqxwaxqd,,244120339
Move_Component_New_Node,Reporting,New-Node_bebpyvadqw,,498418926
Move_Operation_Component,getTransactionContext,CashDeskApplication,,240833164
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_dhjosfcbxg,New-Node_iwnbfxfwcd,610732787
UMLCloneNode,New-Node_bwjjbsqbzp,New-Node_bwjjbsqbzp_ciwzrpmzby,,185144046
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_ihghymorpw,New-Node_kdtjpluwzg,508757825
UMLCloneNode,EnterpriseServer,EnterpriseServer_ywdmeufrfe,,302347337
UMLCloneNode,EnterpriseServer,EnterpriseServer_qtimvqhcdx,,298122974
Move_Component_New_Node,ScannerController,New-Node_wltxdwfenc,,382249073
Move_Component_New_Node,AppStore,New-Node_ljvcyjvrmz,,480279568
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_zsduetsuve,New-Node_rezpvkvewq,621511622
UMLCloneNode,StoreServer,StoreServer_sqfmlascxn,,336555590
UMLCloneNode,CashBox,CashBox_yryhjlkpud,,347995043
Move_Operation_Component,startSale,Reporting,,195180859
UMLCloneNode,Printer,Printer_qnowlneldk,,333742064
UMLCloneNode,EnterpriseClient,EnterpriseClient_evnnpnritk,,346187354
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_irdjwyepxf,New-Node_zuhnfibfnp,447330244
Move_Operation_Component,getEnterpriseByID,PrinterController,,273959839
Move_Component_New_Node,Persistence,New-Node_hancbbgvwu,,417599618
UMLCloneNode,CashBox,CashBox_gftlqdziqm,,353236142
UMLCloneNode,New-Node_ebrbxpwuqj,New-Node_ebrbxpwuqj_epwncivgzi,,202417630
Move_Component_New_Node,DataStore,New-Node_gowzjxqiwo,,458766181
UMLCloneNode,CashBox,CashBox_dfqnqlaqsw,,389225095
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_xsdwxkehpz,New-Node_qxaxilxckz,634782720
Move_Operation_Component,getTransactionContext,CashDeskGUI,,521641387
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_qgvsuvsxsp,New-Node_tgmvewyxpq,706886292
UMLCloneNode,New-Node_tgmvewyxpq,New-Node_tgmvewyxpq_fbdwefxphz,,502654128
Move_Component_New_Node,Reporting,New-Node_skuwofmcvv,,448373040
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_qurbmavaye,New-Node_jwwrqopdnb,618230688
UMLCloneNode,LightDisplay,LightDisplay_umqlmmuhzs,,511716955
Move_Component_New_Node,GUIReporting,New-Node_gmzgrbsryn,,561262421
UMLCloneNode,EnterpriseClient,EnterpriseClient_ikauzrfnhy,,503036055
UMLCloneNode,Printer,Printer_dbespfaahx,,473585463
Move_Operation_New_Component_New_Node,stopSale,New-Component_ihhnxciafh,New-Node_dcapjohtff,818169951
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_dpjlnflwez,New-Node_srihgpdzem,652128410
UMLCloneNode,EnterpriseClient,EnterpriseClient_yytzyhbbsr,,481754133
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_vovmjbadkf,New-Node_umqnzksfuc,699069682
Move_Component_New_Node,AppStore,New-Node_ljvcyjvrmz,,576762230
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_zsduetsuve,New-Node_rezpvkvewq,614477250
UMLCloneNode,StoreServer,StoreServer_sqfmlascxn,,384319185
UMLCloneNode,CashBox,CashBox_yryhjlkpud,,424040678
