operation,target,to,where,exec_time(nanoSec)
UMLCloneNode,LightDisplay,LightDisplay_bcvsejuyea,,1103283180
Move_Operation_Component,rollInReceivedOrder,Inventory,,525018405
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_whgnvzpipq,New-Node_weuttiimzv,743391105
Move_Component_New_Node,PrinterController,New-Node_werzedhzli,,600549259
Move_Operation_Component,stopSale,PrinterController,,672860757
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_nshuyilfmx,New-Node_wxxqzlsyjf,780854831
Move_Component_New_Node,PrinterController,New-Node_gguicvxnkv,,631676755
Move_Operation_New_Component_New_Node,getTransaction,New-Component_ztmxmaotqc,New-Node_vqqknwvqoh,669462625
Move_Component_New_Node,CashDeskApplication,New-Node_huufqcotzt,,572909654
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_hrehsaldad,New-Node_vswtbnjnvp,771362011
UMLCloneNode,CashBox,CashBox_krxlqjfyll,,526053326
Move_Operation_Component,queryOrderById,PrinterController,,512928927
Move_Operation_Component,saleStartedEvent,GUIStore,,465346598
Move_Component_New_Node,Enterprise,New-Node_efzsmcquot,,686250774
UMLCloneNode,EnterpriseServer,EnterpriseServer_bxpfmtecuy,,654438955
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_ojghicukue,New-Node_lsgguaoagj,730805286
Move_Component_New_Node,CashBoxController,New-Node_vjqotudcgw,,462296909
Move_Operation_Component,queryOrderById,Persistence,,258571414
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_uehymxqbhm,New-Node_oqdglmfaxi,726352868
Move_Operation_New_Component_New_Node,getTransaction,New-Component_ggnaixkuah,New-Node_ducrqbxujk,673500696
UMLCloneNode,EnterpriseServer,EnterpriseServer_pjbrxbmmyh,,396564778
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_lbnbiqxkmu,New-Node_msuluejdgi,591931310
UMLCloneNode,StoreServer,StoreServer_yndwktddxv,,423123537
Move_Operation_Component,getMeanTimeToDeliveryReport,GUIStore,,273648594
Move_Component_New_Node,CashBoxController,New-Node_ozpbiahagw,,435883773
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_ghbqdockmd,New-Node_syiobljsrw,608174608
Move_Operation_New_Component_New_Node,createReport,New-Component_sbddkyzdvj,New-Node_smvstrwhot,595086787
Move_Operation_Component,saleStartedEvent,CashBoxController,,249989673
UMLCloneNode,LightDisplay,LightDisplay_fdlepuahnm,,356515645
Move_Operation_Component,createReport,AppStore,,243615301
Move_Operation_New_Component_New_Node,createReport,New-Component_qqbtcdqiuw,New-Node_ucfkoymjpl,568851144
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_gaqsawqtol,New-Node_ujzuviqsmh,516817598
UMLCloneNode,EnterpriseServer,EnterpriseServer_yrnqtkhtps,,319171943
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_rsbzwzaion,New-Node_oobivpypkb,524285782
Move_Operation_New_Component_New_Node,getTransaction,New-Component_lsrhljawch,New-Node_zubuarxrlh,547692771
Move_Operation_Component,enterOrderID,CashBoxController,,231904051
Move_Component_New_Node,Persistence,New-Node_uslwsnadbe,,454542229
Move_Operation_Component,createReport,Inventory,,233339042
UMLCloneNode,CashBox,CashBox_nbgoazebuf,,388660558
UMLCloneNode,Printer,Printer_unlikrwrun,,341473460
UMLCloneNode,BarCodeScanner,BarCodeScanner_qeffdsjkcz,,342593250
UMLCloneNode,CashDeskPC,CashDeskPC_vgnxwqwhkr,,338397542
UMLCloneNode,Printer,Printer_ebmjrhuapt,,404976571
UMLCloneNode,CashBox,CashBox_buimlspmbc,,387836623
Move_Component_New_Node,Persistence,New-Node_hfgpbvcsbj,,447364270
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_hjdgtxtjja,New-Node_umrbgvfldh,491766206
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_akwaqxqqnx,New-Node_kbhmmoiufn,482882599
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_kdgamztrly,New-Node_lukfqelhbw,522852785
UMLCloneNode,CashDeskPC,CashDeskPC_cipdqtmxnm,,317240051
Move_Component_New_Node,Reporting,New-Node_wufvvnqker,,361901132
UMLCloneNode,CashBox,CashBox_vfoiuqcnny,,330920282
Move_Operation_Component,rollInReceivedOrder,Inventory,,222369854
Move_Operation_Component,startSale,CashDeskApplication,,229681574
Move_Component_New_Node,CashBoxController,New-Node_wcrcsxlhen,,377286531
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_dautjpokvi,New-Node_aqdxoztzva,461318636
UMLCloneNode,StoreServer,StoreServer_ubkrxhcmym,,367013889
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_bbrmjlybfo,New-Node_laxlgqkxjk,501944360
Move_Operation_Component,stopSale,PrinterController,,208771557
