operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,CashBoxController,New-Node_ufotvdltyu,,1286618914
Move_Operation_Component,getMeanTimeToDeliveryReport,AppStore,,506423429
UMLCloneNode,BarCodeScanner,BarCodeScanner_lhhznyelfn,,419521434
UMLCloneNode,CashBox,CashBox_hdjjnvmoik,,464104749
Move_Component_New_Node,ScannerController,New-Node_sltzjzfjfv,,705036007
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_xdiacocaho,New-Node_elzwoqtwfe,780275575
Move_Operation_Component,rollInReceivedOrder,GUIStore,,308326237
Move_Operation_New_Component_New_Node,createReport,New-Component_abnivteicx,New-Node_dorgahsqjm,636700204
UMLCloneNode,Printer,Printer_ptmbcnvbao,,473849191
Move_Component_New_Node,Inventory,New-Node_mhtxyxxidm,,450027534
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_clxaxyaaiz,New-Node_khuifugjfn,740511596
Move_Operation_Component,getProductWithStockItem,CashBoxController,,392300653
Move_Operation_Component,startSale,GUIReporting,,372994103
UMLCloneNode,EnterpriseClient,EnterpriseClient_rpzwljnlhc,,511225563
Move_Component_New_Node,Inventory,New-Node_eeepmjfyit,,790702195
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_frtsfmifhy,New-Node_ksliemphqr,618278592
Move_Operation_Component,saleStartedEvent,GUIReporting,,274458213
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_osjckkmngg,New-Node_laxtqnblkn,649152283
UMLCloneNode,Printer,Printer_txerzbzyaf,,385664459
Move_Component_New_Node,GUIReporting,New-Node_lgflcvcnto,,563235925
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_xenjszblzq,New-Node_pcccnmjmve,620950593
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_kvyctyydxz,New-Node_izbhkdkjdw,507931136
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_ympsfhbuwb,New-Node_gwymvgbhlx,573485032
Move_Operation_Component,saleStartedEvent,New-Component_ympsfhbuwb,,269407783
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_nazvdosneh,New-Node_wgbpbdqwty,498778915
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_seggwshlrj,New-Node_plbtxrxdqw,556298257
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_zekqdvrpmg,New-Node_gphcdfmdyn,600192861
Move_Operation_Component,getEnterpriseByID,New-Component_nazvdosneh,,226243898
Move_Component_New_Node,CashBoxController,New-Node_iqrecohsni,,460360629
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_lvctwzsjux,New-Node_wvpqkoihmm,542599351
Move_Operation_New_Component_New_Node,getTransaction,New-Component_hlatlbocjj,New-Node_rwekaopepp,513305213
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_imsvsaliuq,New-Node_tyvrwwehtk,638577635
Move_Component_New_Node,ScannerController,New-Node_azkdiiojbd,,424783981
UMLCloneNode,Printer,Printer_jjyoeapocn,,345939524
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_fgidfxfbio,New-Node_ymylbwawii,592355666
UMLCloneNode,StoreServer,StoreServer_xdphwkvufv,,400358131
