operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,GUIStore,New-Node_cvppgfdzzi,,1452878599
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_nuuorlemxw,New-Node_qathioysui,1017628433
UMLCloneNode,CashBox,CashBox_eokriqjvfv,,519729548
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_clnkohvyuf,New-Node_mgojdkcmxo,883391583
Move_Component_New_Node,GUIReporting,New-Node_jsqywambad,,568580907
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_haijunabuq,New-Node_pabnkydnfn,908838146
Move_Operation_New_Component_New_Node,createReport,New-Component_diayuduoed,New-Node_erkwotqtee,879235039
Move_Operation_Component,rollInReceivedOrder,Persistence,,379408330
Move_Component_New_Node,AppStore,New-Node_yzjbynjpyh,,583042243
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_wyjczlrxsw,New-Node_wyoffkuzjw,800918051
UMLCloneNode,StoreServer,StoreServer_zynkixorzl,,459137205
UMLCloneNode,Printer,Printer_ybjksexriq,,502480415
UMLCloneNode,LightDisplay,LightDisplay_xuylixdjqk,,594339335
Move_Operation_New_Component_New_Node,scanProduct,New-Component_hetfltitfd,New-Node_kjocvikefz,690425743
UMLCloneNode,EnterpriseClient,EnterpriseClient_zvdrqncoik,,437126092
Move_Component_New_Node,Inventory,New-Node_mtxclfsysy,,482622531
Move_Component_New_Node,PrinterController,New-Node_lgszifnoeo,,491169928
UMLCloneNode,CashBox,CashBox_djvizvjxaf,,389394133
UMLCloneNode,CashBox_djvizvjxaf,CashBox_djvizvjxaf_pegrwwvzsm,,429002872
Move_Operation_Component,getMeanTimeToDelivery,CashDeskApplication,,258210848
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_lspglinqsh,New-Node_uigqcfmgsz,583403741
Move_Operation_Component,getTransaction,DataStore,,247879797
Move_Component_New_Node,Reporting,New-Node_gcjjkstrjy,,444556105
UMLCloneNode,CashBox,CashBox_okgkiirpew,,312050650
Move_Operation_Component,queryStockItem,Reporting,,210062247
UMLCloneNode,CashBox,CashBox_ekengedqpa,,334205662
Move_Component_New_Node,ScannerController,New-Node_qtnhugxmsl,,515472416
UMLCloneNode,CashDeskPC,CashDeskPC_cuonptldrk,,353460275
Move_Operation_New_Component_New_Node,stopSale,New-Component_fjgfpcckxo,New-Node_ugpkestnls,591125670
Move_Operation_New_Component_New_Node,scanProduct,New-Component_udaxulfwjw,New-Node_bfzsjcspzg,567266653
Move_Component_New_Node,PrinterController,New-Node_eqmolvpurs,,513741430
UMLCloneNode,CashBox,CashBox_iebwusmxbb,,424250570
UMLCloneNode,BarCodeScanner,BarCodeScanner_amvmyvkvar,,414036949
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_urmnyjbkwo,New-Node_xuzgnzbfgg,507737633
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_jrjyxfdvoq,New-Node_ksyqtnqhjz,635546371
Move_Operation_Component,getMeanTimeToDelivery,DataStore,,247766855
Move_Component_New_Node,PrinterController,New-Node_agprfqyzmc,,452012054
