operation,target,to,where,exec_time(nanoSec)
Move_Operation_Component,queryStockItem,Reporting,,1737831168
UMLCloneNode,CashDeskPC,CashDeskPC_piuxgmdcty,,781827415
Move_Component_New_Node,Inventory,New-Node_kuqrisirnd,,1114546239
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_agzpvzzqkv,New-Node_eqijkkssko,778060922
Move_Component_New_Node,Persistence,New-Node_zeapntohvx,,1159578307
UMLCloneNode,BarCodeScanner,BarCodeScanner_hsmpntelor,,520523677
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_qnkeidastq,New-Node_jsubumizsa,697592821
UMLCloneNode,CashDeskPC,CashDeskPC_vfqsfkkslc,,470594207
UMLCloneNode,EnterpriseServer,EnterpriseServer_cdvlvydnob,,543720402
Move_Operation_Component,getTransaction,DataStore,,294817086
Move_Component_New_Node,GUIReporting,New-Node_sykxavlrln,,577424339
UMLCloneNode,BarCodeScanner,BarCodeScanner_poehpznygm,,527063620
Move_Operation_Component,getMeanTimeToDelivery,Inventory,,283434574
UMLCloneNode,LightDisplay,LightDisplay_elxwaoxqwz,,439783455
Move_Component_New_Node,Persistence,New-Node_oenxckhczy,,496396928
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_ehejarbxir,New-Node_tiofdwjgom,574417371
Move_Operation_Component,saleStartedEvent,DataStore,,265791602
UMLCloneNode,CashBox,CashBox_fjtvyenppz,,352081250
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_zaradmjmsa,New-Node_bunmrpqnrf,507140143
Move_Component_New_Node,GUIReporting,New-Node_lbjafmfeso,,364940010
Move_Component_New_Node,CashDeskApplication,New-Node_hwlgiybxep,,441521124
Move_Operation_New_Component_New_Node,scanProduct,New-Component_edliaxwmtz,New-Node_wehyrptguz,550355614
Move_Operation_Component,printRunningTotal,AppStore,,218259787
UMLCloneNode,EnterpriseClient,EnterpriseClient_dykyrufrbg,,361536218
UMLCloneNode,BarCodeScanner,BarCodeScanner_hhwoerufpq,,383397078
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_adouydzuao,New-Node_pccynyigno,517095610
Move_Component_New_Node,Enterprise,New-Node_pfptyqsabt,,499109224
Move_Operation_Component,rollInReceivedOrder,GUIStore,,250562036
UMLCloneNode,Printer,Printer_jwcegqkjed,,415412969
Move_Operation_Component,queryOrderById,GUIStore,,269146523
Move_Operation_New_Component_New_Node,getTransaction,New-Component_fctzpgfaqs,New-Node_llfaqosxsm,594806592
Move_Component_New_Node,Reporting,New-Node_voesjsvulx,,419088481
UMLCloneNode,EnterpriseServer,EnterpriseServer_nswujezauq,,383951347
UMLCloneNode,EnterpriseServer,EnterpriseServer_euabxfimxw,,340180124
Move_Component_New_Node,DataStore,New-Node_pyxoeetstc,,518806648
Move_Operation_Component,scanProduct,CashBoxController,,231515703
