solID,perfQ,#changes,pas,reliability
2680,-0.026358150552475736,3.25,10.0,-0.0361221281073173
2794,-0.20621530145823355,15.870000000000001,5.0,-0.5200643055431085
2812,-0.26446570201034253,16.470000000000002,5.0,-0.08566178951676238
2826,-0.126347827852439,4.7,11.0,-0.054081742687976275
2836,-0.14553748339601583,4.35,12.0,-0.723483381322383
2840,-0.12198659975079497,4.35,12.0,-0.745659492996761
2848,-0.10965687684790229,2.9,12.0,-0.7454701298426009
2858,-0.18541122486996353,6.779999999999999,12.0,-0.7610114224599662
2864,-0.18107571945134016,6.5,12.0,-0.7446315289517224
2870,-0.17365891456625654,14.23,6.0,-0.4535200027541453
2874,-0.13117635652019052,6.34,11.0,-0.12062604547693934
2882,-0.14147605367588625,14.07,6.0,-0.8297899224247666
2888,-0.17786242164775637,4.54,12.0,-0.7451165213477249
2892,-0.13874666519629122,11.92,5.0,-0.8209883895995702
2896,-0.11790966600911013,4.54,13.0,-0.7618240565434142
2900,-0.14553748339601583,4.35,12.0,-0.723483381322383
