operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,CashDeskApplication,New-Node_xwztrhzasg,,1221072150
UMLCloneNode,New-Node_yrcadhktqa,New-Node_yrcadhktqa_srcotgails,,372932377
UMLCloneNode,EnterpriseServer,EnterpriseServer_adulxmiacs,,549965142
UMLCloneNode,EnterpriseServer,EnterpriseServer_szgfmdczyy,,472464714
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_teyvgnwwzo,New-Node_lboezcvmcc,604191649
Move_Operation_Component,queryOrderById,PrinterController,,237271075
Move_Component_New_Node,PrinterController,New-Node_nlpyinspfi,,440365797
Move_Operation_New_Component_New_Node,createReport,New-Component_eoabwyroex,New-Node_lxyiugftqb,478606831
Move_Operation_Component,createReport,CashBoxController,,198439454
Move_Component_New_Node,CashDeskGUI,New-Node_riejzzmeys,,391919138
UMLCloneNode,LightDisplay,LightDisplay_mrhyvukwsf,,366922127
Move_Operation_New_Component_New_Node,startSale,New-Component_wmajsovvho,New-Node_calsbkvmrl,446510359
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_vdisldvboc,New-Node_zzpdtdjtlq,462364046
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_dnvyarpdqs,New-Node_dhakaswwcf,582147385
UMLCloneNode,New-Node_zzpdtdjtlq,New-Node_zzpdtdjtlq_snvmwbeslr,,417213466
UMLCloneNode,New-Node_zzpdtdjtlq_snvmwbeslr,New-Node_zzpdtdjtlq_snvmwbeslr_frlfnzwwyh,,364860982
UMLCloneNode,CashDeskPC,CashDeskPC_cxwflgjojg,,435269131
UMLCloneNode,CashBox,CashBox_aalwyxyvpe,,403206602
Move_Component_New_Node,Inventory,New-Node_ccagsjgwsj,,415242981
Move_Operation_Component,productBarCodeScannedEvent,Persistence,,206783369
UMLCloneNode,EnterpriseServer,EnterpriseServer_pzcacbqxoj,,345611809
Move_Operation_Component,scanProduct,CashDeskApplication,,214423064
UMLCloneNode,EnterpriseClient,EnterpriseClient_vewsiagfau,,338908289
Move_Operation_New_Component_New_Node,scanProduct,New-Component_jzamolelpw,New-Node_dkpajftjni,549279927
Move_Operation_Component,rollInReceivedOrder,CashBoxController,,279070621
UMLCloneNode,StoreServer,StoreServer_fameemsxby,,410225112
Move_Component_New_Node,ScannerController,New-Node_fhjadixkdy,,429040833
UMLCloneNode,CashDeskPC,CashDeskPC_dfwkkdphem,,398751468
Move_Component_New_Node,AppStore,New-Node_dehvqlmywq,,458043293
Move_Operation_Component,stopSale,DataStore,,247596966
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_enhtpmjkah,New-Node_wbjstvitvp,658745871
UMLCloneNode,New-Node_lzoukzxyyo,New-Node_lzoukzxyyo_egqzdhzpmd,,231611744
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_pdrymsxtql,New-Node_ffykniexkn,623892148
Move_Component_New_Node,New-Component_pdrymsxtql,New-Node_uxugtvrndi,,402059722
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_ekapggshgl,New-Node_qogqllioee,560833761
UMLCloneNode,New-Node_vztnbnjxkf,New-Node_vztnbnjxkf_ymcadfktwe,,186457487
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_kbfliiaxyi,New-Node_lxfwobidjg,580360003
Move_Component_New_Node,New-Component_skakxhjaoj,New-Node_omlqatehtt,,230664758
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_xdneszlqoe,New-Node_kpqwxwsifh,708493209
Move_Operation_Component,printRunningTotal,CashDeskApplication,,303913312
