solID,perfQ,#changes,pas,reliability
34,-0.110578897042878,11.73,5.0,-0.6695863377029635
48,-0.13343555832734813,17.85,5.0,-0.49799633166787766
116,-0.110578897042878,11.73,5.0,-0.6695863377029635
158,-0.3316943126494539,12.620000000000001,9.0,-0.7628401270665992
172,-0.13343555832734813,17.85,5.0,-0.49799633166787766
180,-0.05251251173819603,3.09,12.0,-0.7429506739004279
188,-0.2167916197605772,8.229999999999999,11.0,-0.9295656253698129
200,-0.0203265955835606,4.54,12.0,-0.8158436628643676
208,-0.06582980707979619,4.54,11.0,-0.8069018648195503
212,-0.2033546519772588,5.99,12.0,-0.9297099156492756
220,-0.0898468899027991,5.55,12.0,-0.7429506739004279
224,-0.07363794625794992,4.54,12.0,-0.7358537887491139
232,-0.331691797619785,10.469999999999999,8.0,-0.820465528637032
236,-0.12082414022344998,8.39,10.0,-0.756661607813629
240,-0.2167916197605772,8.229999999999999,11.0,-0.9295656253698129
244,-0.2033546519772588,5.99,12.0,-0.9297099156492756
