operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,Enterprise,New-Node_ekakdzqmhj,,2044600026
UMLCloneNode,CashBox,CashBox_pmsljdjqzj,,1040947759
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_ihmicddyip,New-Node_jlsdygzspz,981770197
UMLCloneNode,New-Node_ekakdzqmhj,New-Node_ekakdzqmhj_xdxfizbgxa,,548876340
Move_Component_New_Node,Inventory,New-Node_okgsuashns,,1072815302
UMLCloneNode,Printer,Printer_oknxvxbcvi,,681682618
UMLCloneNode,CashBox,CashBox_vzhmmnuwgu,,639987858
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_bxnpuvloti,New-Node_gcvsmjzyyh,710462733
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_rrsmwwdksp,New-Node_cvcelnkayw,732341526
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_xrvjqhxzml,New-Node_yolzllpssb,754255817
Move_Component_New_Node,GUIStore,New-Node_rkmctklnzx,,552938146
Move_Operation_Component,queryOrderById,CashDeskApplication,,336899202
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_pgoxbaxpwt,New-Node_ksalfurpor,650694594
UMLCloneNode,CashDeskPC,CashDeskPC_cfxbrbzasq,,521294903
Move_Component_New_Node,Inventory,New-Node_kfquivtyvz,,463018602
Move_Operation_Component,queryOrderById,Persistence,,272694586
Move_Operation_Component,createReport,Reporting,,203730475
Move_Component_New_Node,Inventory,New-Node_cyshibubbk,,338195473
UMLCloneNode,CashBox,CashBox_hyamcqppuq,,354326009
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_pqcunsbtkw,New-Node_knszabbenu,613783073
UMLCloneNode,StoreServer,StoreServer_ybmpnldorh,,352542314
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_lrkamasncc,New-Node_zrbddslqkp,529198904
UMLCloneNode,EnterpriseServer,EnterpriseServer_witvvpnohl,,326584953
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_dwutkconsl,New-Node_ziorgclrpw,464339800
Move_Operation_Component,getMeanTimeToDelivery,ScannerController,,215810465
UMLCloneNode,EnterpriseServer,EnterpriseServer_lreypvidhv,,383101995
UMLCloneNode,BarCodeScanner,BarCodeScanner_tbnzrkjqwx,,343323689
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_ohigmqnpok,New-Node_nxwxwodcad,526384387
Move_Operation_Component,createReport,CashBoxController,,242122041
Move_Component_New_Node,CashDeskGUI,New-Node_jccjfhsrmm,,446047662
UMLCloneNode,BarCodeScanner,BarCodeScanner_nlhmpjqrdd,,423096697
Move_Operation_New_Component_New_Node,scanProduct,New-Component_sygklytffd,New-Node_hihyutejca,601995681
UMLCloneNode,EnterpriseClient,EnterpriseClient_hffvcsvfwa,,378977883
UMLCloneNode,StoreServer,StoreServer_fgongondmf,,434178957
Move_Component_New_Node,Inventory,New-Node_kucwpgoytz,,424050615
Move_Operation_New_Component_New_Node,getTransaction,New-Component_ytahdixaqk,New-Node_gtaddxjlsr,468708972
Move_Component_New_Node,CashBoxController,New-Node_bisrghlwbv,,442303270
Move_Operation_Component,getTransaction,DataStore,,209045070
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_nmhnirrqgv,New-Node_iwvbcswdfw,524196013
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_ulskajiryj,New-Node_znnccrbens,556103892
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_weswccheof,New-Node_pevaqttnal,577154262
UMLCloneNode,StoreServer,StoreServer_vqdwuqnyhh,,370149128
UMLCloneNode,EnterpriseClient,EnterpriseClient_ymqbwxuylj,,326377564
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_yhtnogganx,New-Node_frdqncrpaq,491010188
Move_Operation_Component,startSale,Enterprise,,267227094
Move_Component_New_Node,Enterprise,New-Node_sksgmpoitc,,419612134
Move_Operation_New_Component_New_Node,createReport,New-Component_moqplagysz,New-Node_ddzjxjoafq,627060349
UMLCloneNode,EnterpriseClient,EnterpriseClient_avqirqrqcs,,320227703
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_mgevfiaxnl,New-Node_kizakbclkn,518842806
Move_Operation_Component,enterOrderID,CashDeskGUI,,235935450
Move_Component_New_Node,PrinterController,New-Node_erbahfhofx,,418241133
UMLCloneNode,Printer,Printer_kshwpfsofg,,399492679
UMLCloneNode,LightDisplay,LightDisplay_rtafwuzzrv,,381203355
UMLCloneNode,EnterpriseServer,EnterpriseServer_kmekbxewsr,,289964077
UMLCloneNode,StoreServer,StoreServer_mhcqggmsvc,,393183558
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_csdcyubvqy,New-Node_pvywayvxxz,606805760
UMLCloneNode,LightDisplay,LightDisplay_qpagwrowis,,390403907
Move_Component_New_Node,Inventory,New-Node_ppxavkzora,,447322020
