solID,perfQ,#changes,pas,reliability
2708,-0.14397026491275697,9.459999999999999,0.0,-0.7856969869064596
2724,-0.2125354915400305,9.940000000000001,1.0,-0.48458166056272856
2734,-0.14400037888180034,6.8100000000000005,1.0,-0.8441122669064596
2772,-0.2695561793999014,13.75,0.0,-0.5280368505627285
2786,-0.1439705560095234,5.99,1.0,-0.7796892600450429
2794,-0.1764784479895703,11.29,1.0,-0.7886953206077715
2834,-0.2107326499881367,11.29,0.0,-0.5280368505627285
2854,-0.14478650068698887,7.0,0.0,-0.4260801268614167
2858,-0.2711958147931403,10.95,1.0,-0.42667942056272856
2866,-0.0851470265977587,4.54,1.0,-0.7856969869064596
2878,-0.17990170593279822,9.459999999999999,1.0,-0.7856969869064596
2882,-0.09488894337885152,4.54,1.0,-0.4236810868614167
2886,-0.23529411764705882,11.29,1.0,-0.7875468106077714
2890,-0.14397018591443983,5.99,1.0,-0.8435992269064596
2894,-0.17644113545810078,7.82,1.0,-0.7856969869064596
2898,-0.23529411764705882,12.93,0.0,-0.30281143000000005
