solID,perfQ,#changes,pas,reliability
4,-0.011481860127404282,4.54,12.0,-0.5484822244503795
59,-0.011481860127404282,4.54,12.0,-0.5484822244503795
74,-0.3685819114586598,18.450000000000003,9.0,-0.763086383988203
76,-0.011481860127404282,4.54,12.0,-0.5484822244503795
80,-0.2654293434293342,9.15,14.0,-0.8357979963893143
90,-0.011481860127404282,4.54,12.0,-0.5484822244503795
104,-0.011481860127404282,4.54,12.0,-0.5484822244503795
108,-0.3685819114586598,18.450000000000003,9.0,-0.763086383988203
109,-0.011481860127404282,4.54,12.0,-0.5484822244503795
112,-0.011481860127404282,4.54,12.0,-0.5484822244503795
114,-0.011481860127404282,4.54,12.0,-0.5484822244503795
119,-0.011481860127404282,4.54,12.0,-0.5484822244503795
128,-0.011481860127404282,4.54,12.0,-0.5484822244503795
186,-0.23571348635489248,7.7,13.0,-0.7632788377946341
1055,-0.011481860127404282,4.54,12.0,-0.5484822244503795
1342,-0.011481860127404282,4.54,12.0,-0.5484822244503795
