operation,target,to,where,exec_time(nanoSec)
Move_Operation_Component,queryOrderById,PrinterController,,2568036505
Move_Operation_New_Component_New_Node,createReport,New-Component_pvyyhvdygc,New-Node_eiteccmsqj,1808968124
Move_Component_New_Node,CashDeskApplication,New-Node_euhourcqmr,,1825527754
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_ealxcvngwq,New-Node_pxxiwwdyxl,1043429732
UMLCloneNode,StoreServer,StoreServer_vmmsgxzbzn,,707207569
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_tfcimkqqat,New-Node_wsocjecinc,1234881073
Move_Operation_Component,getTransactionContext,Reporting,,328909611
Move_Operation_New_Component_New_Node,getTransaction,New-Component_auczpdgvbw,New-Node_pxkhnzivms,600239799
UMLCloneNode,BarCodeScanner,BarCodeScanner_oxuvpkaruv,,475359462
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_qaihptqzwj,New-Node_yjelzbrsik,777386669
UMLCloneNode,EnterpriseServer,EnterpriseServer_zbwznrniil,,423304938
UMLCloneNode,EnterpriseClient,EnterpriseClient_bonruzqoml,,436765496
UMLCloneNode,EnterpriseClient,EnterpriseClient_lcsxqmiizt,,443657009
UMLCloneNode,Printer,Printer_yoykkndsar,,393201142
UMLCloneNode,CashBox,CashBox_uxfzogxbra,,413895143
UMLCloneNode,CashBox,CashBox_kuueqgbsje,,409372944
Move_Operation_Component,getTransactionContext,GUIReporting,,292741775
Move_Component_New_Node,DataStore,New-Node_uyervynept,,617957069
UMLCloneNode,LightDisplay,LightDisplay_epiuljdtef,,472506382
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_oemvkcsodm,New-Node_sswectaquh,612048220
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_ahpvzutlcm,New-Node_mryohiugma,643752237
Move_Operation_Component,saleStartedEvent,DataStore,,289290985
Move_Component_New_Node,Reporting,New-Node_uknmvpqkgj,,487352570
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_hsfxzzkcbs,New-Node_obmtpteizc,641265745
Move_Component_New_Node,GUIReporting,New-Node_brgjigwajv,,544962401
Move_Operation_New_Component_New_Node,createReport,New-Component_mxxzpnjdty,New-Node_bntkzfefsb,556001470
UMLCloneNode,StoreServer,StoreServer_keqskzawmk,,413745083
UMLCloneNode,EnterpriseServer,EnterpriseServer_vkblxfmwzi,,354872673
Move_Component_New_Node,GUIReporting,New-Node_qfjzijoxoo,,424718668
UMLCloneNode,StoreServer,StoreServer_bkekzfsrup,,356336518
Move_Operation_Component,createReport,Persistence,,261101628
UMLCloneNode,CashDeskPC,CashDeskPC_zqcdlqnjdn,,342080658
Move_Operation_Component,productBarCodeScannedEvent,CashBoxController,,232760317
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_idrgeoenzj,New-Node_znchgkcxsx,563868821
UMLCloneNode,CashBox,CashBox_fbsvzydedg,,352341859
UMLCloneNode,EnterpriseServer,EnterpriseServer_ghexpbrgrs,,366765323
Move_Operation_Component,printRunningTotal,Persistence,,250077849
Move_Component_New_Node,Reporting,New-Node_ezdjvvdsfj,,359640524
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_jgkbrnjsrh,New-Node_yovxvyyncf,536465549
UMLCloneNode,New-Node_ezdjvvdsfj,New-Node_ezdjvvdsfj_audtsyxkur,,320472662
Move_Operation_Component,scanProduct,GUIStore,,286280530
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_beizizrloc,New-Node_fukdsavuuo,626800311
UMLCloneNode,BarCodeScanner,BarCodeScanner_zltlmdovzh,,412078136
UMLCloneNode,BarCodeScanner_zltlmdovzh,BarCodeScanner_zltlmdovzh_hbgksgzmzi,,407773465
Move_Component_New_Node,Persistence,New-Node_aulfkkivpo,,458023246
UMLCloneNode,LightDisplay,LightDisplay_wuophxnhde,,382036096
Move_Operation_New_Component_New_Node,getTransaction,New-Component_arpzdwsppe,New-Node_ywydbaxoav,614032902
UMLCloneNode,EnterpriseClient,EnterpriseClient_twewxubfmk,,342939118
Move_Component_New_Node,Reporting,New-Node_trbhhujtvu,,405455058
UMLCloneNode,CashBox,CashBox_fqgcsmmdaf,,370234558
Move_Operation_Component,stopSale,DataStore,,271444412
UMLCloneNode,LightDisplay,LightDisplay_lwaggsrcon,,320235398
Move_Component_New_Node,Persistence,New-Node_prvfkcrbnw,,425181196
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_rxuujtzuph,New-Node_nnexpxcrdv,457361855
Move_Operation_Component,startSale,CashDeskApplication,,213070447
Move_Operation_New_Component_New_Node,scanProduct,New-Component_ojqpfeovdg,New-Node_nrjxrccazp,564774350
Move_Operation_Component,saleStartedEvent,CashDeskGUI,,260073430
UMLCloneNode,BarCodeScanner,BarCodeScanner_sbowewpbps,,350277257
UMLCloneNode,CashDeskPC,CashDeskPC_bdfdvhayfw,,386657963
Move_Component_New_Node,PrinterController,New-Node_mofwddnzcd,,367550225
UMLCloneNode,LightDisplay,LightDisplay_ndqcuubbxo,,410423925
Move_Operation_Component,rollInReceivedOrder,Reporting,,229324465
Move_Component_New_Node,DataStore,New-Node_qlxiiysfwq,,397021855
UMLCloneNode,CashDeskPC,CashDeskPC_ovsbsfvame,,326696943
Move_Operation_Component,productBarCodeScannedEvent,CashBoxController,,212813676
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_idrgeoenzj,New-Node_znchgkcxsx,453600593
UMLCloneNode,CashBox,CashBox_fbsvzydedg,,350996325
UMLCloneNode,EnterpriseServer,EnterpriseServer_ghexpbrgrs,,366597177
UMLCloneNode,LightDisplay,LightDisplay_ndqcuubbxo,,349613312
Move_Operation_Component,rollInReceivedOrder,Reporting,,202123852
Move_Component_New_Node,DataStore,New-Node_qlxiiysfwq,,346592769
UMLCloneNode,CashDeskPC,CashDeskPC_ovsbsfvame,,367940296
Move_Operation_Component,productBarCodeScannedEvent,CashBoxController,,202938871
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_idrgeoenzj,New-Node_znchgkcxsx,484737447
UMLCloneNode,CashBox,CashBox_fbsvzydedg,,347499930
UMLCloneNode,EnterpriseServer,EnterpriseServer_ghexpbrgrs,,311869250
UMLCloneNode,BarCodeScanner,BarCodeScanner_oxuvpkaruv,,375902195
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_qaihptqzwj,New-Node_yjelzbrsik,495856625
UMLCloneNode,EnterpriseServer,EnterpriseServer_zbwznrniil,,285602739
UMLCloneNode,EnterpriseClient,EnterpriseClient_bonruzqoml,,364860091
UMLCloneNode,StoreServer,StoreServer_vmmsgxzbzn,,324884124
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_tfcimkqqat,New-Node_wsocjecinc,493905857
Move_Operation_Component,getTransactionContext,Reporting,,285657693
Move_Operation_New_Component_New_Node,getTransaction,New-Component_auczpdgvbw,New-Node_pxkhnzivms,592967003
Move_Component_New_Node,GUIReporting,New-Node_brgjigwajv,,431303435
Move_Operation_New_Component_New_Node,createReport,New-Component_mxxzpnjdty,New-Node_bntkzfefsb,482049256
UMLCloneNode,StoreServer,StoreServer_keqskzawmk,,369170803
UMLCloneNode,EnterpriseServer,EnterpriseServer_vkblxfmwzi,,410510538
UMLCloneNode,BarCodeScanner,BarCodeScanner_oxuvpkaruv,,421011858
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_qaihptqzwj,New-Node_yjelzbrsik,702375288
UMLCloneNode,EnterpriseServer,EnterpriseServer_zbwznrniil,,397163921
UMLCloneNode,EnterpriseClient,EnterpriseClient_bonruzqoml,,386620964
Move_Component_New_Node,GUIReporting,New-Node_brgjigwajv,,433894684
Move_Operation_New_Component_New_Node,createReport,New-Component_mxxzpnjdty,New-Node_bntkzfefsb,614835136
