solID,perfQ,#changes,pas,reliability
2774,-0.2667663325460992,12.93,6.0,-0.7604966530408442
2816,-0.3042559150089601,13.969999999999999,9.0,-0.7627074454157418
2818,-0.19320409686102755,6.8100000000000005,13.0,-0.7754974800887224
2834,-0.22046418500940754,11.919999999999998,9.0,-0.7632492472824348
2846,-0.1038916852541458,5.99,10.0,-0.6067614511780154
2858,-0.2620021387963596,9.05,13.0,-0.7634324434373215
2870,-0.2882706200007933,13.969999999999999,5.0,-0.484461565562836
2878,-0.23393148335252487,11.919999999999998,9.0,-0.7627230778960402
2882,-0.19719532663761702,9.27,12.0,-0.7754974800887223
2896,-0.25915190556660717,12.93,9.0,-0.8545392256454849
2908,-0.28827308668876656,16.21,4.0,-0.7632430802831613
2914,-0.2955683275763937,15.389999999999999,9.0,-0.7632492472824348
2918,-0.25259330826320475,8.01,12.0,-0.6318641414655497
2936,-0.1819099861970205,7.0,12.0,-0.6318641414655496
2938,-0.24370090869415648,8.83,14.0,-0.7632430802831613
2942,-0.2860443102251936,12.93,9.0,-0.7632492472824348
