operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_fwdkwlbyty,New-Node_tpokgxfndy,2448809789
Move_Component_New_Node,PrinterController,New-Node_anmgsimols,,1229280482
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_ltirjxhfls,New-Node_dysfpqwpfg,1014544531
Move_Operation_Component,getTransaction,CashDeskGUI,,480873101
UMLCloneNode,BarCodeScanner,BarCodeScanner_xqhfqkrezx,,657611835
Move_Operation_Component,getMeanTimeToDeliveryReport,AppStore,,388969367
Move_Component_New_Node,DataStore,New-Node_btpogjufqw,,632142899
UMLCloneNode,New-Node_xyfubvtnzf,New-Node_xyfubvtnzf_tzlmmyfyop,,267782044
Move_Component_New_Node,Persistence,New-Node_uzhtopacbg,,382210012
UMLCloneNode,StoreServer,StoreServer_czjpjmunkx,,387199007
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_ahpeilxjky,New-Node_mrzojzrnbg,534446052
Move_Operation_Component,getTransaction,Enterprise,,289859120
UMLCloneNode,CashDeskPC,CashDeskPC_srcdvytbwj,,393749099
Move_Component_New_Node,CashBoxController,New-Node_brofaleexv,,409634845
Move_Operation_Component,getProductWithStockItem,CashDeskApplication,,243754621
Move_Operation_New_Component_New_Node,startSale,New-Component_kywxkpsqyn,New-Node_qmkfyfhowf,538899052
UMLCloneNode,EnterpriseClient,EnterpriseClient_snluguqcag,,341070404
Move_Operation_Component,queryOrderById,PrinterController,,230829848
Move_Component_New_Node,Reporting,New-Node_ueoiuvdtcq,,425491357
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_srlhczyurx,New-Node_jgzczbzqbo,524809915
UMLCloneNode,LightDisplay,LightDisplay_oadrewhtem,,326497519
UMLCloneNode,LightDisplay,LightDisplay_olgltdwafp,,362275063
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_tntxgjdhad,New-Node_pftmozgoou,600162183
Move_Component_New_Node,CashDeskApplication,New-Node_rgsfriciff,,431312352
Move_Component_New_Node,Persistence,New-Node_zkoawdrkzo,,410099547
UMLCloneNode,CashBox,CashBox_gojwcommns,,315018395
Move_Operation_Component,scanProduct,Inventory,,239632633
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_wnuizxgavr,New-Node_krwrwlbpiz,463384138
Move_Component_New_Node,CashDeskApplication,New-Node_ndxamrfhxa,,367441060
UMLCloneNode,BarCodeScanner,BarCodeScanner_jnqnfeeedt,,352373708
UMLCloneNode,New-Node_ndxamrfhxa,New-Node_ndxamrfhxa_ulgocqmeip,,427880758
UMLCloneNode,CashBox,CashBox_vpaxokjwjp,,333022213
Move_Component_New_Node,GUIStore,New-Node_apqdwndhlf,,379476337
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_mrfxymvdeu,New-Node_qzgwqebobh,628488317
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_bewjqexdav,New-Node_jsuwcoeuxk,534303635
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_nlcvpsjbrc,New-Node_qfwqnlomry,501866615
Move_Operation_New_Component_New_Node,createReport,New-Component_hhfcaupfue,New-Node_kgezkuvyrs,504966157
Move_Component_New_Node,GUIReporting,New-Node_pxybqwxtyw,,503125365
UMLCloneNode,Printer,Printer_gktjxxurrj,,362981157
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_giqmcrleap,New-Node_jmhgoitwnq,462953089
Move_Operation_Component,getMeanTimeToDeliveryReport,Enterprise,,260907655
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_kvntlyelez,New-Node_jbclqwqjhj,511319119
UMLCloneNode,StoreServer,StoreServer_dwxyhiqguq,,312507086
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_wqqrgiyese,New-Node_mcfynfwtbd,534758608
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_rucsjqqrke,New-Node_mmuemclqsc,525635162
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_bxjwmtltar,New-Node_rhjxpelxtn,547618050
UMLCloneNode,LightDisplay,LightDisplay_fiiwtswfyn,,410576290
Move_Component_New_Node,CashBoxController,New-Node_dvtyxeewgr,,477098924
UMLCloneNode,EnterpriseServer,EnterpriseServer_mruqodkhqv,,352945680
Move_Operation_Component,getProductWithStockItem,ScannerController,,259047897
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_uydwxcokma,New-Node_zyxshsmnql,583115040
Move_Component_New_Node,New-Component_uydwxcokma,New-Node_buhctosjkb,,413086939
Move_Operation_Component,saleStartedEvent,GUIReporting,,214558197
UMLCloneNode,EnterpriseClient,EnterpriseClient_vcpycssrsm,,338230699
Move_Component_New_Node,Persistence,New-Node_wcrrivkcsz,,451532706
UMLCloneNode,StoreServer,StoreServer_enranpjxui,,311228228
UMLCloneNode,CashDeskPC,CashDeskPC_fueajbrtgr,,311365586
Move_Operation_Component,getMeanTimeToDeliveryReport,ScannerController,,183879763
UMLCloneNode,BarCodeScanner,BarCodeScanner_ljlqpkijew,,316169202
UMLCloneNode,BarCodeScanner,BarCodeScanner_pxydjxisai,,309882014
Move_Operation_New_Component_New_Node,scanProduct,New-Component_yatviszufr,New-Node_idmfbawkzv,540242421
UMLCloneNode,EnterpriseServer,EnterpriseServer_btuepthwuj,,329865364
Move_Component_New_Node,GUIStore,New-Node_htoislvwpb,,374326661
Move_Operation_Component,scanProduct,AppStore,,259016068
UMLCloneNode,CashDeskPC,CashDeskPC_srcdvytbwj,,400093365
Move_Component_New_Node,CashBoxController,New-Node_brofaleexv,,458842001
Move_Operation_Component,getProductWithStockItem,CashDeskApplication,,358845273
Move_Operation_New_Component_New_Node,startSale,New-Component_kywxkpsqyn,New-Node_qmkfyfhowf,570453879
Move_Operation_New_Component_New_Node,createReport,New-Component_hhfcaupfue,New-Node_kgezkuvyrs,682400063
Move_Component_New_Node,GUIReporting,New-Node_pxybqwxtyw,,485213710
UMLCloneNode,Printer,Printer_gktjxxurrj,,416490730
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_giqmcrleap,New-Node_jmhgoitwnq,599538434
UMLCloneNode,LightDisplay,LightDisplay_oadrewhtem,,449494354
UMLCloneNode,LightDisplay,LightDisplay_olgltdwafp,,420276368
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_tntxgjdhad,New-Node_pftmozgoou,597547721
Move_Component_New_Node,CashDeskApplication,New-Node_rgsfriciff,,391625628
UMLCloneNode,BarCodeScanner,BarCodeScanner_xqhfqkrezx,,455665776
Move_Operation_Component,getMeanTimeToDeliveryReport,AppStore,,280483010
Move_Component_New_Node,DataStore,New-Node_btpogjufqw,,450623251
UMLCloneNode,New-Node_xyfubvtnzf,New-Node_xyfubvtnzf_tzlmmyfyop,,185274990
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_fwdkwlbyty,New-Node_tpokgxfndy,536321699
Move_Component_New_Node,PrinterController,New-Node_anmgsimols,,380216103
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_ltirjxhfls,New-Node_dysfpqwpfg,523635513
Move_Operation_Component,getTransaction,CashDeskGUI,,215710287
Move_Component_New_Node,Persistence,New-Node_zkoawdrkzo,,500596914
UMLCloneNode,CashBox,CashBox_gojwcommns,,374954899
Move_Operation_Component,scanProduct,Inventory,,208466125
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_wnuizxgavr,New-Node_krwrwlbpiz,541647546
Move_Component_New_Node,Persistence,New-Node_zkoawdrkzo,,493663644
UMLCloneNode,CashBox,CashBox_gojwcommns,,364212076
Move_Operation_Component,scanProduct,Inventory,,249084196
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_wnuizxgavr,New-Node_krwrwlbpiz,584335608
UMLCloneNode,LightDisplay,LightDisplay_oadrewhtem,,422643738
UMLCloneNode,LightDisplay,LightDisplay_olgltdwafp,,398607238
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_tntxgjdhad,New-Node_pftmozgoou,517426560
Move_Component_New_Node,CashDeskApplication,New-Node_rgsfriciff,,423182909
Move_Operation_Component,saleStartedEvent,GUIReporting,,212954159
UMLCloneNode,EnterpriseClient,EnterpriseClient_vcpycssrsm,,342275573
Move_Component_New_Node,Persistence,New-Node_wcrrivkcsz,,431519039
UMLCloneNode,StoreServer,StoreServer_enranpjxui,,365193135
Move_Operation_Component,getMeanTimeToDeliveryReport,Enterprise,,244289104
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_kvntlyelez,New-Node_jbclqwqjhj,607452863
UMLCloneNode,StoreServer,StoreServer_dwxyhiqguq,,409301190
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_wqqrgiyese,New-Node_mcfynfwtbd,621737889
Move_Component_New_Node,GUIStore,New-Node_apqdwndhlf,,473445323
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_mrfxymvdeu,New-Node_qzgwqebobh,554362397
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_bewjqexdav,New-Node_jsuwcoeuxk,611546440
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_nlcvpsjbrc,New-Node_qfwqnlomry,742862053
UMLCloneNode,EnterpriseClient,EnterpriseClient_snluguqcag,,443190624
Move_Operation_Component,queryOrderById,PrinterController,,246192473
Move_Component_New_Node,Reporting,New-Node_ueoiuvdtcq,,469246670
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_srlhczyurx,New-Node_jgzczbzqbo,595384666
