operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,createReport,New-Component_smywpzqakl,New-Node_sekhveafzc,1970817896
Move_Component_New_Node,ScannerController,New-Node_evozboatjd,,1532160085
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_rznagzxmxb,New-Node_sugztqqtjp,1385203305
Move_Operation_Component,createReport,Reporting,,378937532
Move_Operation_Component,scanProduct,GUIStore,,434604870
UMLCloneNode,Printer,Printer_gohhgfgpel,,661002813
UMLCloneNode,LightDisplay,LightDisplay_avcdjushng,,790327737
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_zeqxpawzhc,New-Node_lrhinnrawr,798064605
Move_Operation_Component,getEnterpriseByID,Reporting,,298674438
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_txseyunyfr,New-Node_joxyqyckvx,838174537
UMLCloneNode,BarCodeScanner,BarCodeScanner_yvjoekmzow,,574799088
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_dzztaaptlu,New-Node_gzrgrtozsx,738102705
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_bhxyskqzrv,New-Node_nuvlkwlcsb,545972096
Move_Operation_Component,rollInReceivedOrder,GUIStore,,237880176
UMLCloneNode,CashBox,CashBox_vnyyufbniw,,431607749
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_iphwiwldck,New-Node_chlqtjzobu,571926541
Move_Component_New_Node,CashBoxController,New-Node_fjmuhfdnud,,512980083
Move_Operation_Component,queryStockItem,CashBoxController,,270878812
UMLCloneNode,LightDisplay,LightDisplay_aamfqzniva,,409735000
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_ngazzashqb,New-Node_ppukkylyuw,500098356
UMLCloneNode,CashDeskPC,CashDeskPC_wgyobabyyo,,439956537
Move_Component_New_Node,Enterprise,New-Node_estrbqhqel,,377523972
Move_Operation_Component,rollInReceivedOrder,Reporting,,247975378
UMLCloneNode,CashDeskPC,CashDeskPC_dkyzusoibh,,316363392
UMLCloneNode,LightDisplay,LightDisplay_etqfxjjkrw,,393910092
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_mgvnzsoopb,New-Node_igcfkqzhkf,544092040
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_kmzzcyphup,New-Node_ftpxkikepi,606098246
UMLCloneNode,CashDeskPC,CashDeskPC_hrbjtftgny,,404871499
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_mbcqjktvlm,New-Node_cpokrvboqf,481701164
UMLCloneNode,BarCodeScanner,BarCodeScanner_xrpcomowuy,,331840267
Move_Component_New_Node,Enterprise,New-Node_warcwuixsp,,419849738
UMLCloneNode,New-Node_cpokrvboqf,New-Node_cpokrvboqf_fjgwfamhpt,,396396975
Move_Operation_Component,rollInReceivedOrder,DataStore,,237973952
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_eefrjctspn,New-Node_uafqerknnk,588258749
Move_Component_New_Node,Enterprise,New-Node_zqowbksjfb,,457469510
UMLCloneNode,LightDisplay,LightDisplay_vqvwhnuela,,364475641
UMLCloneNode,EnterpriseClient,EnterpriseClient_jylnhokzti,,384843799
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_syazuctsou,New-Node_hmccngyesm,543900512
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_egmeuserki,New-Node_tltsgszqoy,488612645
Move_Operation_Component,getEnterpriseByID,DataStore,,228949277
Move_Component_New_Node,Enterprise,New-Node_mwvrqtbjwt,,503523008
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_gddilhtplz,New-Node_wbdadqbfls,585736489
UMLCloneNode,BarCodeScanner,BarCodeScanner_arcnxtkbua,,390553437
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_msvjrvsdva,New-Node_gopumnowzh,571504780
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_koxcnnhvbt,New-Node_vowmdrmdoe,572111587
Move_Component_New_Node,Inventory,New-Node_zxgozfptqe,,407219091
UMLCloneNode,StoreServer,StoreServer_qzgzznrxdh,,381782057
UMLCloneNode,New-Node_jnfvmgbmap,New-Node_jnfvmgbmap_fkxhelxgdw,,161217023
UMLCloneNode,BarCodeScanner,BarCodeScanner_swhdvhntgv,,370388470
Move_Component_New_Node,PrinterController,New-Node_niaqbfcrbk,,385904959
UMLCloneNode,LightDisplay,LightDisplay_htuqzwzcxj,,360825245
Move_Operation_New_Component_New_Node,createReport,New-Component_rtbyzdzqow,New-Node_phvwgwpgiq,568034802
UMLCloneNode,EnterpriseServer,EnterpriseServer_uqghwjzsqm,,403231123
Move_Operation_Component,startSale,Enterprise,,188584147
Move_Operation_New_Component_New_Node,getTransaction,New-Component_iturnbqpdc,New-Node_pxrxcrzqex,527930852
Move_Component_New_Node,PrinterController,New-Node_bflkosjznn,,442079578
Move_Operation_New_Component_New_Node,getTransaction,New-Component_qkehuivuzf,New-Node_ilobypubxy,535615423
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_fmrxvrfmmi,New-Node_vcmspnmxwf,516228025
Move_Component_New_Node,GUIReporting,New-Node_xezothjtmx,,368895219
UMLCloneNode,CashBox,CashBox_usgqhkqaug,,330462684
Move_Component_New_Node,CashBoxController,New-Node_vydcmmicuf,,375401321
Move_Operation_Component,createReport,GUIStore,,247984475
UMLCloneNode,EnterpriseClient,EnterpriseClient_banfinyitk,,342495380
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_aaghhnlrmw,New-Node_zwryfneahx,408419362
Move_Component_New_Node,Enterprise,New-Node_mwvrqtbjwt,,505826368
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_gddilhtplz,New-Node_wbdadqbfls,585342541
UMLCloneNode,BarCodeScanner,BarCodeScanner_arcnxtkbua,,366687509
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_msvjrvsdva,New-Node_gopumnowzh,603927785
UMLCloneNode,EnterpriseClient,EnterpriseClient_jylnhokzti,,418951645
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_syazuctsou,New-Node_hmccngyesm,575518537
