operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,CashDeskGUI,New-Node_vemtxdpgwo,,1397173419
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_xmakctbdyc,New-Node_hmqhkfpyse,1176712454
UMLCloneNode,CashDeskPC,CashDeskPC_tcmdyquaed,,516376211
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_spepozobxi,New-Node_uluzodmqcp,719449413
UMLCloneNode,EnterpriseServer,EnterpriseServer_jyzistoute,,488413830
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_mlkasonffj,New-Node_marniktwkc,559946537
Move_Operation_Component,saleStartedEvent,CashBoxController,,329854043
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_mygxaoinfm,New-Node_fgurlxwggv,593454025
Move_Operation_Component,enterOrderID,Inventory,,250148591
Move_Component_New_Node,ScannerController,New-Node_rcqrueltoj,,402268744
UMLCloneNode,BarCodeScanner,BarCodeScanner_olsgijwqyx,,439895095
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_fkwgjwttue,New-Node_qqoocmexvc,416722455
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xvmfdfrpcd,New-Node_cetsbdomuz,497488726
Move_Component_New_Node,CashDeskGUI,New-Node_ghyniiagkl,,474430100
Move_Operation_Component,saleStartedEvent,PrinterController,,251799466
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_xpzbpcrfnu,New-Node_ugxajhcrej,474804742
Move_Component_New_Node,GUIStore,New-Node_ybwbvtinbb,,366118590
Move_Operation_Component,getProductWithStockItem,DataStore,,222388148
Move_Operation_New_Component_New_Node,stopSale,New-Component_qrlpqmylsk,New-Node_ouncanrpsu,539453412
UMLCloneNode,CashDeskPC,CashDeskPC_ktjyanjpwo,,302779988
Move_Operation_New_Component_New_Node,getTransaction,New-Component_vjcwkzuyol,New-Node_fdbiotenhq,501403546
Move_Component_New_Node,Persistence,New-Node_ofryxkzqfg,,384806050
Move_Operation_Component,getProductWithStockItem,AppStore,,206788709
UMLCloneNode,CashBox,CashBox_kntzvwmajr,,310660374
Move_Component_New_Node,CashBoxController,New-Node_sigkininnw,,379924718
Move_Operation_Component,queryOrderById,GUIReporting,,163547159
UMLCloneNode,Printer,Printer_qyhjynihvu,,357311647
UMLCloneNode,StoreServer,StoreServer_bahwqryyhs,,313073408
UMLCloneNode,CashBox,CashBox_bckkljircv,,389733189
Move_Operation_Component,getMeanTimeToDeliveryReport,Enterprise,,248697400
UMLCloneNode,CashDeskPC,CashDeskPC_coeqsfixpq,,418002765
Move_Component_New_Node,Inventory,New-Node_trnojdsmpy,,449871331
UMLCloneNode,LightDisplay,LightDisplay_vfkthnwrvi,,403521132
UMLCloneNode,StoreServer,StoreServer_vbgubtaepg,,402148228
UMLCloneNode,StoreServer,StoreServer_nncrjgkrxe,,383329712
UMLCloneNode,CashDeskPC,CashDeskPC_sorfwixtky,,381874073
Move_Operation_Component,getTransactionContext,GUIReporting,,200628027
