solID,perfQ,#changes,pas,reliability
11,-0.013628291190281435,3.09,12.0,-0.8207117855586359
12,-0.14502622800455667,8.14,15.0,-0.14212378831810005
14,-0.04840063693879098,4.54,11.0,-0.8609589285218412
17,-0.04840063693879098,4.54,11.0,-0.8609589285218412
20,-0.013628291190281435,3.09,12.0,-0.8207117855586359
38,-0.013628291190281435,3.09,12.0,-0.8207117855586359
40,-0.14502622800455667,8.14,15.0,-0.14212378831810005
41,-0.013628291190281435,3.09,12.0,-0.8207117855586359
46,-0.0555680226404626,4.35,12.0,-0.8611181641694415
78,-0.04840063693879098,4.54,11.0,-0.8609589285218412
79,-0.04840063693879098,4.54,11.0,-0.8609589285218412
83,-0.26397733120724504,14.98,5.0,-0.758156189382157
86,-0.14502622800455667,8.14,15.0,-0.14212378831810005
104,-0.14502622800455667,8.14,15.0,-0.14212378831810005
105,-0.013628291190281435,3.09,12.0,-0.8207117855586359
109,-0.013628291190281435,3.09,12.0,-0.8207117855586359
