solID,perfQ,#changes,pas,reliability
3,-0.13741508324372975,7.0,11.0,-0.8367688145575665
4,-0.18439530761183429,9.15,12.0,-0.9038733105363677
5,-0.06633917025036665,6.34,13.0,-0.818050586528347
7,-0.24336412054948006,14.07,13.0,-0.8211254187530481
8,-0.17685089666020382,7.35,14.0,-0.09766216610255796
14,-0.14211114075647654,6.15,12.0,-0.015170419157053305
17,-0.06633917025036665,6.34,13.0,-0.818050586528347
27,-0.18439530761183429,9.15,12.0,-0.9038733105363677
30,-0.18439530761183429,9.15,12.0,-0.9038733105363677
31,-0.06633917025036665,6.34,13.0,-0.818050586528347
37,-0.05997032482090677,6.34,12.0,-0.8748049196692503
38,-0.14211114075647654,6.15,12.0,-0.015170419157053305
49,-0.06633917025036665,6.34,13.0,-0.818050586528347
52,-0.1877806916997624,9.15,12.0,-0.5729070057828853
60,-0.06633917025036665,6.34,13.0,-0.818050586528347
61,-0.06633917025036665,6.34,13.0,-0.818050586528347
