operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,createReport,New-Component_jwnoqyshbf,New-Node_hpcgjhucrl,2278599576
UMLCloneNode,CashDeskPC,CashDeskPC_uaitpziriu,,981013578
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_drvvzseont,New-Node_fdsotmvmha,915766126
Move_Component_New_Node,GUIReporting,New-Node_myzpauskes,,593803501
Move_Operation_Component,getMeanTimeToDelivery,Reporting,,460714563
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_vxsdgvpryv,New-Node_fhmfxuzxym,794999964
Move_Component_New_Node,CashDeskGUI,New-Node_ddhwesnxjp,,551332435
UMLCloneNode,EnterpriseClient,EnterpriseClient_gilrtfbgtq,,485844011
UMLCloneNode,EnterpriseClient,EnterpriseClient_gwidcvvccd,,435357167
Move_Component_New_Node,GUIReporting,New-Node_bftslwfkpe,,496194378
Move_Operation_Component,queryOrderById,CashDeskGUI,,349325743
UMLCloneNode,CashDeskPC,CashDeskPC_ldpvyguajb,,449456833
Move_Component_New_Node,CashDeskApplication,New-Node_xhxejzdusq,,509950172
Move_Operation_Component,createReport,DataStore,,258891003
UMLCloneNode,CashBox,CashBox_hejdqdahuc,,570157023
UMLCloneNode,Printer,Printer_asjtlfcxpa,,457935141
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_xfdzkfstpd,New-Node_lrayiqwuhf,695620443
Move_Operation_Component,getTransactionContext,Reporting,,290813079
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_xhppdipics,New-Node_brwalrulzy,613364669
Move_Component_New_Node,GUIReporting,New-Node_kayknobbpj,,470252176
UMLCloneNode,StoreServer,StoreServer_crwrdnttzj,,329929855
Move_Operation_New_Component_New_Node,startSale,New-Component_ymqnvbximd,New-Node_hlnjkisebf,518948624
Move_Operation_Component,getTransaction,ScannerController,,223735004
Move_Component_New_Node,GUIStore,New-Node_qwsafpgnjx,,414132839
Move_Component_New_Node,ScannerController,New-Node_kmqwljsfad,,410754725
UMLCloneNode,StoreServer,StoreServer_gjxshqsgjk,,334721680
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_ivpksbeznw,New-Node_cdadsgckxi,486382812
Move_Operation_New_Component_New_Node,scanProduct,New-Component_nmegvuilur,New-Node_mqlhiradzp,528619688
Move_Component_New_Node,GUIReporting,New-Node_xkeejnatbw,,413338520
UMLCloneNode,CashBox,CashBox_ufhbadqypl,,359914538
Move_Operation_Component,enterOrderID,DataStore,,263021599
UMLCloneNode,StoreServer,StoreServer_eeamxlgjrt,,378353721
Move_Component_New_Node,CashDeskGUI,New-Node_khqtszjopd,,374931124
Move_Operation_Component,enterOrderID,Enterprise,,214961213
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_begjrdthdv,New-Node_boihhxmwox,474342476
