operation,target,to,where,exec_time(nanoSec)
Move_Operation_Component,rollInReceivedOrder,Reporting,,2220180257
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_kclchcmtbb,New-Node_lkwoobvdrb,2059844099
Move_Operation_New_Component_New_Node,startSale,New-Component_yhzqtnpnaw,New-Node_rlshtvzjok,1452811613
UMLCloneNode,Printer,Printer_fbfybjjgvu,,740704397
UMLCloneNode,EnterpriseServer,EnterpriseServer_vgmwbzoqpx,,794242965
Move_Operation_Component,enterOrderID,ScannerController,,577525138
Move_Operation_New_Component_New_Node,stopSale,New-Component_xcbkrfufea,New-Node_oozrgmfhbm,707763812
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_opdgqsgpjq,New-Node_wqwrhayctf,647682076
Move_Component_New_Node,Inventory,New-Node_jbhavukxmv,,465659194
UMLCloneNode,New-Node_jbhavukxmv,New-Node_jbhavukxmv_mdnbsiybzp,,371011756
UMLCloneNode,CashBox,CashBox_ruxkjdkvhf,,466118515
Move_Operation_Component,saleStartedEvent,Enterprise,,285065021
UMLCloneNode,BarCodeScanner,BarCodeScanner_kbfssyqoxm,,446457721
Move_Component_New_Node,AppStore,New-Node_dmanzxzzrj,,488796558
Move_Operation_New_Component_New_Node,getTransaction,New-Component_bhvpolsosj,New-Node_kdxguvchqi,523111901
Move_Operation_Component,saleStartedEvent,New-Component_bhvpolsosj,,200458189
Move_Operation_New_Component_New_Node,getTransaction,New-Component_wojgogapxo,New-Node_fwtmcitazv,538650897
Move_Component_New_Node,Persistence,New-Node_jvuczymbqi,,412281007
Move_Operation_Component,saleStartedEvent,Inventory,,303808516
UMLCloneNode,CashDeskPC,CashDeskPC_xhkuivbnan,,447518880
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_ljzgcejgjf,New-Node_xiofvnicyp,484962839
UMLCloneNode,StoreServer,StoreServer_vuqxcjuzyp,,337039365
UMLCloneNode,BarCodeScanner,BarCodeScanner_qtjeyonavx,,414750869
UMLCloneNode,New-Node_xiofvnicyp,New-Node_xiofvnicyp_tsqjcxjfsm,,364306773
Move_Operation_New_Component_New_Node,stopSale,New-Component_urbafvyond,New-Node_jxtwwcznin,522139628
Move_Component_New_Node,GUIReporting,New-Node_qfrcdavjyq,,369074483
Move_Operation_Component,getProductWithStockItem,GUIStore,,224459313
UMLCloneNode,EnterpriseServer,EnterpriseServer_avvgctotdv,,373585041
UMLCloneNode,Printer,Printer_metwwkwkqu,,375225857
Move_Component_New_Node,AppStore,New-Node_xjqlufqmuu,,406290605
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_mzlcwqgzzn,New-Node_jtfnxdrcqz,567847001
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_orugcvtkek,New-Node_eoptqflnyy,550300020
UMLCloneNode,CashBox,CashBox_pblvefgste,,343055687
Move_Operation_New_Component_New_Node,scanProduct,New-Component_euisdrnalu,New-Node_zfspzafldj,538617835
UMLCloneNode,BarCodeScanner,BarCodeScanner_uoxocbrnih,,416062397
UMLCloneNode,LightDisplay,LightDisplay_jxumyconef,,394265968
Move_Component_New_Node,Persistence,New-Node_argquszkan,,395042914
UMLCloneNode,CashBox,CashBox_ipbvsjlctv,,356959297
Move_Operation_Component,createReport,DataStore,,288347315
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_aiboguibcz,New-Node_kmtrmyybhi,494339621
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_pxnbizucqd,New-Node_oqvycwmpbr,542491739
UMLCloneNode,New-Node_oqvycwmpbr,New-Node_oqvycwmpbr_ydvbgxthvl,,341306857
Move_Operation_New_Component_New_Node,scanProduct,New-Component_ghvmujmpbc,New-Node_ncntrbdeek,596431578
UMLCloneNode,EnterpriseClient,EnterpriseClient_nnhbikvkdb,,334581146
Move_Operation_Component,saleStartedEvent,CashBoxController,,274325884
Move_Component_New_Node,DataStore,New-Node_cplauhajqg,,476769196
UMLCloneNode,Printer,Printer_irnjmtwdrc,,372055202
UMLCloneNode,CashBox,CashBox_bxwqdbopsr,,360112568
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_xcqchqmplw,New-Node_zcuwsywqtf,527778490
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_ofgmudqegp,New-Node_acqiqeunfl,554962722
Move_Component_New_Node,Inventory,New-Node_qxynaetraz,,447242983
Move_Operation_New_Component_New_Node,createReport,New-Component_rqhezzhqlz,New-Node_jbtqvpsiou,522401749
UMLCloneNode,EnterpriseClient,EnterpriseClient_swlygohfip,,367788983
Move_Operation_Component,saleStartedEvent,GUIStore,,238185329
Move_Component_New_Node,Persistence,New-Node_fcbgfghgql,,410032591
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_nsdirysjxd,New-Node_hxfwsvvjno,450623060
Move_Component_New_Node,DataStore,New-Node_qsmjmfuglx,,439165236
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_jqayqzkkjr,New-Node_cvuqlwlwgv,518895695
UMLCloneNode,New-Node_qsmjmfuglx,New-Node_qsmjmfuglx_hpdiiniuqu,,406496982
Move_Operation_New_Component_New_Node,startSale,New-Component_ogysweaxxk,New-Node_naecbuoasr,488792460
Move_Operation_Component,getMeanTimeToDelivery,Persistence,,274877689
