solID,perfQ,#changes,pas,reliability
2566,-0.09551144814758193,7.699999999999999,10.0,-0.3525115777146642
2626,-0.2999046655090794,13.09,6.0,-0.05393511410241347
2694,-0.11759375617315744,6.15,12.0,-0.12691207538581295
2698,-0.06875507702806245,6.34,11.0,-0.06932433393523374
2764,-0.15908200289018848,6.15,13.0,-0.05097146976500133
2788,-0.28855339524878476,13.09,6.0,-0.12641423714255795
2804,-0.18327116398290705,6.34,14.0,-0.11887138963862498
2832,-0.10636294238969717,4.7,12.0,-0.1214840425365119
2844,-0.16167612099688133,6.34,14.0,-0.1261711931616183
2864,0.08795922434603963,6.34,5.0,0.18056582097094664
2882,-0.2020169899100442,7.16,13.0,-0.1214840425365119
2884,-0.10469604150977575,6.34,12.0,-0.1513776614805119
2892,-0.11119462748304627,6.34,13.0,-0.1358867007585579
2900,-0.307248578548522,15.55,9.0,-0.05393511410241347
2908,-0.1494614791400166,6.5,11.0,-0.6135035861790911
2912,-0.15908200289018848,6.15,13.0,-0.05097146976500133
