solID,perfQ,#changes,pas,reliability
154,-0.3316928050837994,15.08,9.0,-0.7628401270665992
158,-0.17698483242627847,8.959999999999999,11.0,-0.7310463998434247
260,-0.10660344518299225,10.47,5.0,-0.8587313397597001
278,-0.27645853363041034,9.15,12.0,-0.48405861234627384
290,-0.16815403718824248,11.48,7.0,-0.7862121811650199
304,-0.12337139797850138,5.36,11.0,-0.809264624466765
310,-0.1315713874266278,6.8100000000000005,14.0,-0.8659118170599219
318,-0.22226559287558964,11.48,12.0,-0.7657542266535009
340,-0.15735272758701532,8.959999999999999,11.0,-0.8276095321597272
344,-0.2636814949138007,11.919999999999998,5.0,-0.0018038412830992945
348,-0.21088217703149267,8.959999999999999,12.0,-0.8263943887709154
356,-0.1299142417422497,7.0,11.0,-0.8912514688412635
366,-0.17316553487385425,13.440000000000001,6.0,-0.763086383988203
370,-0.2540068064406847,11.07,12.0,-0.763086383988203
376,-0.15627334592580258,7.0,15.0,-0.8573948582886431
380,-0.14692469948206496,7.0,12.0,-0.8986589770026171
