solID,perfQ,#changes,pas,reliability
7,-0.09863738313498957,8.49,12.0,-0.8214035588906571
31,-0.24459593902996815,15.08,6.0,-0.7642218937030698
74,-0.3157179084036232,20.82,6.0,-0.762834615517115
132,-0.23134359986698602,10.16,13.0,-0.7642218937030698
