operation,target,to,where,exec_time(nanoSec)
UMLCloneNode,LightDisplay,LightDisplay_mgluygzotq,,1699678400
UMLCloneNode,EnterpriseClient,EnterpriseClient_kerozalrfs,,1059506106
Move_Operation_Component,getProductWithStockItem,GUIReporting,,693221945
Move_Component_New_Node,DataStore,New-Node_vhgrikeqau,,590162303
UMLCloneNode,CashBox,CashBox_ambcyhlyma,,691042599
Move_Component_New_Node,Persistence,New-Node_hkhhsksscr,,612604293
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_pulznsdmeq,New-Node_djqerfgzhj,715771937
Move_Operation_Component,getMeanTimeToDelivery,Persistence,,269027269
UMLCloneNode,CashDeskPC,CashDeskPC_licgfjmqzc,,350590715
UMLCloneNode,CashDeskPC,CashDeskPC_jkbwuokzut,,451220050
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_fwscvltcqn,New-Node_gbomuuxnoz,736146431
Move_Component_New_Node,CashBoxController,New-Node_cyifvkjugz,,415044729
Move_Operation_Component,saleStartedEvent,CashBoxController,,278972086
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_shytsiwbhl,New-Node_wwyytaxmov,568575727
Move_Component_New_Node,Persistence,New-Node_lswbnzapsj,,367749188
UMLCloneNode,Printer,Printer_qpdbqjnqra,,445763007
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_vjfzchflfr,New-Node_cbqpiosrkd,492971435
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_qwptkhwwnl,New-Node_tuxgcweayw,497960490
UMLCloneNode,New-Node_cbqpiosrkd,New-Node_cbqpiosrkd_bpckcxwlvf,,329868870
Move_Component_New_Node,DataStore,New-Node_xqbtgovftj,,436673644
UMLCloneNode,EnterpriseServer,EnterpriseServer_avuttkojjg,,323125987
Move_Component_New_Node,CashBoxController,New-Node_qdibnfpwgv,,476667606
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_ixchcawlvk,New-Node_gylianluwe,588555330
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_xtcqfetxks,New-Node_irjehogxif,477681456
Move_Component_New_Node,ScannerController,New-Node_vmfucksubw,,372679312
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_vykqvglnyp,New-Node_vvsokhjhxz,550558404
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_npmzlrwqga,New-Node_ypytphxvfh,480167438
Move_Operation_Component,rollInReceivedOrder,Persistence,,217039781
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_yppnegyaiv,New-Node_hqxqbykakf,533372650
Move_Component_New_Node,Persistence,New-Node_zrmobweaim,,480234333
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_vkgjqcmkzz,New-Node_vbywrgvycs,464165754
