solID,perfQ,#changes,pas,reliability
11,-0.17757597982491727,12.93,12.0,-0.8373485331242111
28,-0.17757597982491727,12.93,12.0,-0.8373485331242111
41,-0.17757597982491727,12.93,12.0,-0.8373485331242111
48,-0.22442610828879744,4.89,11.0,-0.05393511410241347
52,-0.1663573363006728,12.93,12.0,-0.8890482719334306
56,-0.24117342265646272,4.54,13.0,-0.8356455781374189
64,-0.17757597982491727,12.93,12.0,-0.8373485331242111
72,-0.17757597982491727,12.93,12.0,-0.8373485331242111
77,-0.17757597982491727,12.93,12.0,-0.8373485331242111
84,-0.17757597982491727,12.93,12.0,-0.8373485331242111
85,-0.1663573363006728,12.93,12.0,-0.8890482719334306
89,-0.24117342265646272,4.54,13.0,-0.8356455781374189
96,-0.22442610828879744,4.89,11.0,-0.05393511410241347
104,0.015829471358093445,7.0,5.0,-0.44819728528637004
110,-0.1663573363006728,12.93,12.0,-0.8890482719334306
111,-0.17757597982491727,12.93,12.0,-0.8373485331242111
