operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,Reporting,New-Node_cyxtabjpxs,,1865150058
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_bercegzatx,New-Node_vkslfybejx,1453150459
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,477470210
UMLCloneNode,EnterpriseServer,EnterpriseServer_rnwtulnfxz,,872780666
Move_Component_New_Node,Reporting,New-Node_syrotcuhxp,,1206378619
UMLCloneNode,StoreServer,StoreServer_ybbqrkeqby,,832393098
Move_Operation_Component,startSale,DataStore,,534002181
UMLCloneNode,BarCodeScanner,BarCodeScanner_swkbrimyub,,658073420
Move_Operation_Component,getMeanTimeToDeliveryReport,AppStore,,320326768
Move_Component_New_Node,CashDeskApplication,New-Node_rclwiboxpz,,493869008
Move_Operation_New_Component_New_Node,createReport,New-Component_cehrteoaqq,New-Node_nzfsefjdtq,649822469
UMLCloneNode,Printer,Printer_ukslkoiylr,,459581899
Move_Component_New_Node,Persistence,New-Node_kvkuqnnidn,,484922253
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_amhllvurbw,New-Node_cthejujkzn,551859744
UMLCloneNode,Printer,Printer_tekdkfyure,,437601354
UMLCloneNode,Printer_tekdkfyure,Printer_tekdkfyure_cmjjamswad,,402923061
Move_Component_New_Node,CashBoxController,New-Node_zrliargzsc,,422261572
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,221552492
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_cxuxyaqmoq,New-Node_wtnzrwcrfh,680194347
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_gtfcerumuq,New-Node_ekvpyrvows,587078801
UMLCloneNode,EnterpriseClient,EnterpriseClient_rkvnfjcpgg,,393526682
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_rdojqhagjb,New-Node_tcifyazqya,580547205
UMLCloneNode,Printer,Printer_kbvuytgjge,,368168805
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_bqrvyjajpo,New-Node_dzvftvvicm,549379594
Move_Component_New_Node,CashDeskApplication,New-Node_jcaymjpvbh,,463328373
Move_Operation_Component,getMeanTimeToDelivery,CashDeskGUI,,252769024
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_nisvpojrso,New-Node_fjplkeomrs,566055683
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_yhxqxsyqel,New-Node_afwuoxhvxk,550320307
Move_Component_New_Node,GUIReporting,New-Node_yiiykurobw,,392057748
Move_Operation_Component,getMeanTimeToDelivery,Inventory,,241715438
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_rozkzwztoi,New-Node_nbmimklaqv,564368819
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_kmmtpwtjkl,New-Node_zfkfurojsf,500231589
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,260188507
UMLCloneNode,CashDeskPC,CashDeskPC_zylhnrhton,,346882802
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_xhwwjqwycm,New-Node_ljfhynjsbm,612499646
Move_Operation_New_Component_New_Node,startSale,New-Component_adqqdsgvcu,New-Node_hqqcnceggu,596964217
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rxpmvrzjwv,New-Node_rrsecxelfk,577082768
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_qoesxcsyrz,New-Node_poostvhtru,536474586
Move_Operation_New_Component_New_Node,startSale,New-Component_gmmmymvvyp,New-Node_wtqrufqtwz,587448124
Move_Operation_Component,getTransaction,New-Component_rxpmvrzjwv,,269605494
UMLCloneNode,Printer,Printer_rlbwvmityt,,370768720
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_vopyshchyn,New-Node_fucfrizkxx,644498367
UMLCloneNode,New-Node_fucfrizkxx,New-Node_fucfrizkxx_hyxpnerkfy,,386081953
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_homnjxzmjb,New-Node_czumdpxgvd,492439138
Move_Component_New_Node,CashDeskApplication,New-Node_gpovwlohkm,,438896834
UMLCloneNode,StoreServer,StoreServer_qjgwiboepb,,393744731
UMLCloneNode,EnterpriseClient,EnterpriseClient_rertebpaww,,373494290
Move_Operation_Component,getTransactionContext,Inventory,,264368654
Move_Component_New_Node,PrinterController,New-Node_iqfchxltxr,,465384740
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_ivozikqblt,New-Node_yfthxiwnyt,536484755
UMLCloneNode,EnterpriseServer,EnterpriseServer_hafmsupqcf,,448364646
Move_Operation_Component,queryOrderById,Enterprise,,229786942
Move_Component_New_Node,DataStore,New-Node_rmnpxrpctq,,443937194
Move_Operation_New_Component_New_Node,stopSale,New-Component_qdmytohrxt,New-Node_uesarzxwwa,544189853
Move_Operation_New_Component_New_Node,stopSale,New-Component_yevnkvrnkj,New-Node_rvlgtbovom,547797076
Move_Operation_Component,printRunningTotal,Inventory,,243346877
Move_Component_New_Node,Inventory,New-Node_aigekckgpn,,391538414
Move_Operation_Component,getProductWithStockItem,CashBoxController,,230358955
UMLCloneNode,New-Node_sxvaijwfnz,New-Node_sxvaijwfnz_iqqswcztfn,,192563706
UMLCloneNode,StoreServer,StoreServer_cidjwkeuyv,,337945114
Move_Operation_Component,saleStartedEvent,ScannerController,,257785070
Move_Component_New_Node,GUIReporting,New-Node_jxrdwfvggw,,423361493
UMLCloneNode,EnterpriseClient,EnterpriseClient_gjsvycfjtx,,433987498
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_iewubwakfv,New-Node_icixaaugto,513673263
UMLCloneNode,EnterpriseClient,EnterpriseClient_rkvnfjcpgg,,398291787
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_rdojqhagjb,New-Node_tcifyazqya,685438641
UMLCloneNode,Printer,Printer_kbvuytgjge,,423646257
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_bqrvyjajpo,New-Node_dzvftvvicm,569795274
UMLCloneNode,New-Node_oofndhphdu,New-Node_oofndhphdu_qoxauygbug,,248837112
Move_Component_New_Node,GUIReporting,New-Node_jxrdwfvggw,,412312786
UMLCloneNode,EnterpriseClient,EnterpriseClient_gjsvycfjtx,,345735671
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_iewubwakfv,New-Node_icixaaugto,592569777
Move_Component_New_Node,Reporting,New-Node_syrotcuhxp,,484897356
UMLCloneNode,StoreServer,StoreServer_ybbqrkeqby,,410791744
Move_Operation_Component,startSale,DataStore,,274446070
UMLCloneNode,BarCodeScanner,BarCodeScanner_swkbrimyub,,388376204
Move_Operation_Component,saleStartedEvent,ScannerController,,210866115
Move_Component_New_Node,GUIReporting,New-Node_jxrdwfvggw,,396392616
UMLCloneNode,EnterpriseClient,EnterpriseClient_gjsvycfjtx,,367618954
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_iewubwakfv,New-Node_icixaaugto,503609092
Move_Operation_New_Component_New_Node,createReport,New-Component_rigcumijek,New-Node_huhxrykblo,590845073
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,228337174
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_cxuxyaqmoq,New-Node_wtnzrwcrfh,452473229
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_gtfcerumuq,New-Node_ekvpyrvows,485369461
Move_Component_New_Node,CashDeskApplication,New-Node_gpovwlohkm,,498748387
UMLCloneNode,StoreServer,StoreServer_qjgwiboepb,,361335121
UMLCloneNode,EnterpriseClient,EnterpriseClient_rertebpaww,,416243377
Move_Operation_Component,getTransactionContext,Inventory,,257236881
Move_Component_New_Node,CashBoxController,New-Node_zrliargzsc,,430515658
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,202100739
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_cxuxyaqmoq,New-Node_wtnzrwcrfh,487369562
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_gtfcerumuq,New-Node_ekvpyrvows,633947453
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rxpmvrzjwv,New-Node_rrsecxelfk,520958884
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_qoesxcsyrz,New-Node_poostvhtru,535719570
Move_Operation_New_Component_New_Node,startSale,New-Component_gmmmymvvyp,New-Node_wtqrufqtwz,524022989
Move_Operation_Component,getTransaction,New-Component_rxpmvrzjwv,,208023534
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_fbsvohmgrv,New-Node_anzieiwmtk,656975621
