solID,perfQ,#changes,pas,reliability
1782,-0.12258917426838901,5.71,10.0,-0.5022993627078778
2322,-0.11199658355787377,6.94,9.0,-0.5022993627078778
2688,-0.12232165238326954,4.7,10.0,-0.5023393982624134
2748,-0.10175273971052753,10.629999999999999,6.0,-0.5022993627078777
2822,-0.027090951784184976,6.15,10.0,-0.6975481025478776
2826,-0.18877358054301321,10.54,11.0,-0.820205751979707
2828,-0.05023449563773701,6.15,10.0,-0.6926179079418315
2832,-0.1189337776823954,5.36,11.0,-0.8461452189678085
2854,-0.027090951784184976,4.35,11.0,-0.6975481025478776
2862,-0.12186120587616091,7.95,11.0,-0.6795554659761665
2878,-0.027090951784184976,3.25,10.0,-0.5022993627078777
2892,-0.1348805848776724,8.04,10.0,-0.6926179079418315
2900,-0.13020218869704267,6.5,12.0,-0.8357622388778415
2904,-0.05023449563773701,4.35,11.0,-0.6926179079418315
2908,-0.13157333956746045,10.629999999999999,7.0,-0.12641423714255795
2912,-0.040265497679619226,4.7,12.0,-0.7002061918278776
