operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_ftshjuhsil,New-Node_hdfiqjncho,2274592813
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_riekaapemm,New-Node_fetsyvxpam,944837287
Move_Operation_Component,getEnterpriseByID,Reporting,,447700791
Move_Component_New_Node,Reporting,New-Node_unmrksbsgd,,530415615
Move_Operation_Component,scanProduct,DataStore,,588485119
UMLCloneNode,LightDisplay,LightDisplay_rvrfgpdcao,,596672290
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_sqgabugpro,New-Node_wyeoaxovjs,898102817
Move_Component_New_Node,GUIStore,New-Node_tyaawwruyl,,571536680
UMLCloneNode,EnterpriseClient,EnterpriseClient_yqqicisody,,381746684
Move_Component_New_Node,CashDeskGUI,New-Node_ynoiglpeey,,447045923
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_yyjdtfwcpm,New-Node_lkihfebjom,625137193
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_urkjgydoyh,New-Node_gajctmkbbt,683903532
Move_Component_New_Node,GUIReporting,New-Node_tulyfanawi,,422573266
UMLCloneNode,LightDisplay,LightDisplay_nclwrkymhy,,412607029
UMLCloneNode,EnterpriseServer,EnterpriseServer_xdrhdytlfs,,460855607
Move_Operation_New_Component_New_Node,getTransaction,New-Component_zwmztqimve,New-Node_vcsvdfvrjy,523880892
Move_Component_New_Node,GUIStore,New-Node_unopvkrxff,,439551972
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_vofhobpyhr,New-Node_waxejrzloa,633066230
UMLCloneNode,EnterpriseServer,EnterpriseServer_jwxkmjxzek,,433468394
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_krcteesgnm,New-Node_dfymngorkw,597164312
Move_Component_New_Node,AppStore,New-Node_qhdqhdramh,,439082541
Move_Operation_Component,saleStartedEvent,Inventory,,250983056
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_ivhviovohe,New-Node_mjpdzsnfvn,543662424
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_gmjrefbvtj,New-Node_ezvdqkxdax,524238202
Move_Operation_Component,getMeanTimeToDelivery,GUIStore,,241409274
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_zvakuhavxl,New-Node_ioseklajhc,609746414
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_ahensqtdbr,New-Node_mnpskqchkj,610909515
UMLCloneNode,CashBox,CashBox_qxhanfutmu,,390907621
Move_Component_New_Node,PrinterController,New-Node_fgbwewaggr,,431993339
UMLCloneNode,BarCodeScanner,BarCodeScanner_xyjvicjaiv,,325303410
UMLCloneNode,CashDeskPC,CashDeskPC_vbvhaekdfq,,370563806
Move_Operation_Component,getEnterpriseByID,GUIStore,,247256338
Move_Operation_Component,getTransactionContext,DataStore,,231773176
Move_Component_New_Node,GUIStore,New-Node_iuddipofff,,466075625
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_iislasyxzj,New-Node_oatsxupdhb,437829272
UMLCloneNode,New-Node_oatsxupdhb,New-Node_oatsxupdhb_tdionktbni,,339875553
Move_Component_New_Node,CashBoxController,New-Node_bvjpjlmsdf,,386322754
Move_Operation_New_Component_New_Node,getTransaction,New-Component_kysxjdxnsm,New-Node_qxiqwoqnxb,619185644
Move_Operation_Component,getEnterpriseByID,CashBoxController,,239683147
UMLCloneNode,New-Node_qxiqwoqnxb,New-Node_qxiqwoqnxb_cwwoassxfo,,355110960
Move_Operation_Component,getMeanTimeToDeliveryReport,Persistence,,249904253
UMLCloneNode,EnterpriseClient,EnterpriseClient_bkxvtfotxz,,304754439
Move_Component_New_Node,PrinterController,New-Node_eenezoyyen,,384100658
