operation,target,to,where,exec_time(nanoSec)
UMLCloneNode,CashDeskPC,CashDeskPC_vjaucgfugy,,2614722554
Move_Operation_Component,queryOrderById,Reporting,,1014170941
Move_Operation_New_Component_New_Node,createReport,New-Component_bsmuahklwy,New-Node_sxuhfnjsiw,1752172790
UMLCloneNode,BarCodeScanner,BarCodeScanner_ksfrrfhpgs,,766374149
Move_Operation_Component,stopSale,ScannerController,,590129602
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_vzumgrvquz,New-Node_srnyxpsuoa,1341381206
UMLCloneNode,New-Node_srnyxpsuoa,New-Node_srnyxpsuoa_tmurcoqeqb,,534386190
UMLCloneNode,Printer,Printer_levwptnjfo,,460028015
Move_Operation_New_Component_New_Node,scanProduct,New-Component_lsapvsvynt,New-Node_cagsdowvjb,610993784
Move_Operation_Component,getTransaction,Enterprise,,250152829
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_kmyuyolgjo,New-Node_wvrvbddlra,647322471
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_tqmbkkfcaz,New-Node_vxumdfutgt,528151279
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_eemnifcxji,New-Node_ayxzfhyyxt,580447728
Move_Operation_Component,printRunningTotal,DataStore,,235116515
UMLCloneNode,BarCodeScanner,BarCodeScanner_iqgwsmdlmo,,403966126
Move_Operation_New_Component_New_Node,createReport,New-Component_iqgaqzhmez,New-Node_ztmhaspvht,510853315
UMLCloneNode,Printer,Printer_gmpflpmdvz,,378377095
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_tptvfehjsg,New-Node_jydutxbpyz,541728127
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_yezufmfhoo,New-Node_tnqswcrlqo,516210750
Move_Component_New_Node,Inventory,New-Node_gvtetzfbqc,,415662347
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_wgveoojusm,New-Node_imzrlkbtoz,591345903
UMLCloneNode,CashBox,CashBox_jkldsdjxpk,,377893168
Move_Component_New_Node,Inventory,New-Node_sxtxsitmma,,459347580
Move_Operation_Component,stopSale,CashBoxController,,271573123
Move_Component_New_Node,Reporting,New-Node_jxzzsrufnr,,469746658
Move_Operation_Component,printRunningTotal,CashDeskApplication,,236804690
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_cxscvvmzgi,New-Node_mzyxjzeswp,568487412
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_cdfplsvvmh,New-Node_ylrozrflnv,502583058
Move_Operation_New_Component_New_Node,createReport,New-Component_lqgbspdjsv,New-Node_yfbknybvvm,536053697
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_papgigumtp,New-Node_cbsghpgeqe,580319868
Move_Operation_New_Component_New_Node,createReport,New-Component_jwpmkzifyo,New-Node_boemldtueg,538460250
Move_Component_New_Node,ScannerController,New-Node_pgjazubuft,,402662933
