operation,target,to,where,exec_time(nanoSec)
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_rlhchrdras,New-Node_gwiqltwgkv,2911149489
Move_Component_New_Node,Reporting,New-Node_cpjzjxikyx,,1135455716
UMLCloneNode,EnterpriseServer,EnterpriseServer_ppdsceubgx,,685850713
UMLCloneNode,EnterpriseServer,EnterpriseServer_cuyyvikxpe,,661914742
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_lhuynmyayo,New-Node_zhmxnqhpiy,789328029
UMLCloneNode,EnterpriseClient,EnterpriseClient_uwbbyumnxh,,423072141
Move_Operation_Component,stopSale,Persistence,,395901404
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_dediqhjzrr,New-Node_jwybttwook,695630542
Move_Component_New_Node,GUIReporting,New-Node_qmzejpglsg,,370710079
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_uebpupzwpe,New-Node_yztjhvhlnl,550178412
Move_Operation_Component,startSale,Persistence,,236484500
UMLCloneNode,CashBox,CashBox_kuyovhmscz,,455865820
Move_Operation_Component,enterOrderID,Reporting,,256900752
Move_Component_New_Node,Persistence,New-Node_jvnaohbtmw,,465626543
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_lztmccysaa,New-Node_xlpgicmwnk,542452786
UMLCloneNode,New-Node_jvnaohbtmw,New-Node_jvnaohbtmw_wuuzuonrsx,,368470400
UMLCloneNode,EnterpriseClient,EnterpriseClient_pugahrjwxg,,352866902
Move_Component_New_Node,GUIStore,New-Node_bubuhnwaqp,,466481886
Move_Operation_Component,printRunningTotal,ScannerController,,208530936
UMLCloneNode,New-Node_bubuhnwaqp,New-Node_bubuhnwaqp_tqscfjeqwo,,366154358
Move_Component_New_Node,ScannerController,New-Node_vyhzfghmuw,,414095860
Move_Operation_Component,getEnterpriseByID,AppStore,,211707942
UMLCloneNode,Printer,Printer_jgckbrfzhs,,387915771
UMLCloneNode,Printer,Printer_afyletlljg,,327858431
Move_Component_New_Node,DataStore,New-Node_xxuysssmkg,,370179925
Move_Operation_Component,rollInReceivedOrder,Enterprise,,223426776
UMLCloneNode,EnterpriseServer,EnterpriseServer_gvczheorng,,336797903
UMLCloneNode,EnterpriseClient,EnterpriseClient_jexhvgbsql,,304111985
Move_Component_New_Node,Persistence,New-Node_iemsiatpqp,,476253719
UMLCloneNode,EnterpriseServer,EnterpriseServer_rqtqvhkbbq,,409917746
Move_Operation_Component,rollInReceivedOrder,DataStore,,251541422
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_lyfvluzfbk,New-Node_oggfunjtxz,586523811
UMLCloneNode,CashBox,CashBox_gnoxnrffxi,,412636894
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_beocewjezo,New-Node_pabsuneroa,461076511
UMLCloneNode,EnterpriseServer,EnterpriseServer_zzcrjolimb,,401532012
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_pgvkedvrez,New-Node_txvqeklyfr,579734992
UMLCloneNode,Printer,Printer_pyeycjcqdq,,338704156
Move_Component_New_Node,CashBoxController,New-Node_orxggomipe,,452078990
UMLCloneNode,Printer,Printer_cstegkztzg,,319008437
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_xdoodfqqmv,New-Node_mfksfaxfee,470958680
Move_Operation_New_Component_New_Node,createReport,New-Component_sjtzirbsfq,New-Node_zxsotjnaka,465704929
UMLCloneNode,Printer,Printer_osyurfejtw,,322655284
Move_Component_New_Node,GUIReporting,New-Node_mujjoxsofv,,465602227
UMLCloneNode,Printer,Printer_jdidwkbtzq,,309585688
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_dockpvdeyg,New-Node_fcuwujcvhz,565206911
Move_Component_New_Node,GUIStore,New-Node_rpvckwxvdv,,394204232
UMLCloneNode,EnterpriseServer,EnterpriseServer_dbeymxhzos,,427699778
Move_Operation_Component,getEnterpriseByID,CashBoxController,,260120268
Move_Operation_Component,rollInReceivedOrder,PrinterController,,297579136
Move_Component_New_Node,GUIReporting,New-Node_wmlyirtrim,,431687164
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_mcwbysolzi,New-Node_hzcurfiyjl,527884940
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_dfarvmpcar,New-Node_cirvjoafxf,418294984
Move_Operation_Component,enterOrderID,AppStore,,196866865
UMLCloneNode,BarCodeScanner,BarCodeScanner_zwlmwpubbj,,329708119
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_thynnhhndg,New-Node_ekbydaqaei,464910971
Move_Component_New_Node,Enterprise,New-Node_kxosjfnmqx,,368729005
Move_Operation_New_Component_New_Node,createReport,New-Component_nuxocsjtpu,New-Node_ohnyxgcgcv,630479800
Move_Component_New_Node,Reporting,New-Node_lisulrxvzl,,473410999
UMLCloneNode,EnterpriseClient,EnterpriseClient_hwwugeqtlq,,432364585
Move_Operation_Component,productBarCodeScannedEvent,Inventory,,264421223
Move_Component_New_Node,Enterprise,New-Node_cpgqspcjeh,,393231809
UMLCloneNode,BarCodeScanner,BarCodeScanner_xajsfamfym,,303139060
UMLCloneNode,EnterpriseServer,EnterpriseServer_aeogzchiog,,343501853
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_uxsawenavm,New-Node_bznltlkqej,502894973
Move_Component_New_Node,GUIReporting,New-Node_qmzejpglsg,,478401155
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_uebpupzwpe,New-Node_yztjhvhlnl,471830215
Move_Operation_Component,startSale,Persistence,,227793384
UMLCloneNode,CashBox,CashBox_kuyovhmscz,,346517016
Move_Component_New_Node,Enterprise,New-Node_cpgqspcjeh,,523354686
UMLCloneNode,BarCodeScanner,BarCodeScanner_xajsfamfym,,394309790
UMLCloneNode,EnterpriseServer,EnterpriseServer_aeogzchiog,,358529961
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_uxsawenavm,New-Node_bznltlkqej,463716621
Move_Operation_Component,enterOrderID,AppStore,,243066722
UMLCloneNode,BarCodeScanner,BarCodeScanner_zwlmwpubbj,,375574641
